sample,sample_uid,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36
S31,112953,0.13474501831758667,-0.17260345273876768,-0.06483987144860151,-0.06607761853771235,-0.05776577065783841,0.020290802322634513,0.017384258431677613,0.0017527778792522898,0.0023693087556317075,0.0006100644382147498,-0.002247959816621085,0.0033558215316892765,-0.0007053339269986821,-0.0032512211390303227,-0.0001968635888778959,-7.615423444356043e-05,0.0002543104729861995,-0.00017899616331650735,-8.592306239530423e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S2893,113194,-0.25122720380529967,0.05452447887575451,-0.033365731264025554,-0.030610501778080945,0.012275948621332154,-0.012722853224038292,0.04818098918271548,0.003907671016784491,-0.003050780029953357,0.004652814224747262,0.025075746742998548,-0.0021270481732416093,-0.002560059721310135,0.0027357897367296337,-0.002919815314488465,-0.0021095495810305414,0.00026413453693229915,-4.278118905574871e-05,0.00025391184811467945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN172,113138,0.03281287052047226,-0.07345392680467774,0.07201022577600527,0.0078213411521403,0.034749045247413124,-0.0009046399103198327,0.003738058650034083,-0.006637081343415832,0.026870184758677088,-0.0028104064514920934,0.003005344650172459,-0.0012786648693102534,0.0070901490572539095,0.0027319100472129286,-0.0030407771585215216,-0.004586284725847231,-0.00021183019632949241,-0.0004464741335666076,-0.00010768454465126052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN33,113160,-0.2126862619063836,0.0199711644132474,0.012657193952997345,-0.006329098851675374,0.0007494554606208477,0.004878138074297562,-0.0010516919824404471,-0.0011327702119331836,3.435488321954566e-05,0.0008190448190605015,-0.006039587759484211,-0.011678086182681874,-0.003307883589582868,0.008556390318506192,-0.011899394997706855,0.003977822067066159,-0.006612967349463151,0.0007629082433912209,-0.0004647274045790902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN42,113166,-0.08420971139332938,-0.009769784673276986,0.004346990809804911,0.005575257413551493,-0.02314422457227081,0.0027379842063801492,-0.005857646264746337,-0.007586204495367814,0.0055959543273171545,0.0020415412183909056,0.0042842795673920095,-0.01875292992687558,0.0014194848666201822,0.00032814314178268437,-0.0038416945280538035,0.011574401249552625,0.006652743173487433,-0.0031420391370951244,0.0006946374906097531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN63,113176,-0.031719351983261965,-0.0474919455439429,0.04943242137990127,0.028452859001059042,-0.011587351855787228,0.005772723885282347,0.021570383065255827,-0.02248493067605365,0.006360577095170383,0.001688987650069953,0.018679271306829594,0.009048519099979977,-0.014672855600121718,0.004359522860224961,-0.0006464427684833545,0.007537109665538113,0.0004204986449278119,-5.397392784865077e-05,0.00036511222868129635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S619,112983,0.25340132715952524,-0.006915126699985359,-0.022065021973428328,-0.006796642345857396,-0.0015275895164236538,-0.05914955610812057,-0.013103246400077742,-0.005513722496600349,-0.020648393589023657,-0.004361898903792292,0.020681922568253033,-0.015274062883829752,-0.015482253587356385,-0.001950967173259779,0.0003184906803520206,-0.0009898358411813025,-0.000628149763800473,0.00043468429294949405,-0.00014343055638308378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN72,113180,0.04494309643236692,-0.016766052453993673,-0.02397397531957182,-0.0008535900648563695,-0.007029686782160714,-0.004892104372708496,0.013550402863310402,0.00555907523931676,0.00957868757073822,-0.020031502285162196,-0.0011183811257084648,-0.0163424132858229,0.020476265036238533,0.0016587647142609794,-0.007460440125347919,-0.0007868295883063627,-0.0023784701004717934,0.0010310945860090004,8.012534069924935e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SN92,113188,0.20886074551209036,-0.018239227620145616,0.03427020865294534,-0.014339301054332109,-0.0058270227036122816,-0.03889576773224721,-0.010381429865824842,-0.0003759599168287193,0.027384533564610698,0.011763900604223321,-0.03030606682734438,-0.009449079822641175,-0.005226922162025346,0.007468347106764449,0.002009484213668563,0.002482091861949874,0.0038248530678112896,0.00016985603713617225,-0.00010412168578479298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S231,112961,0.32993640852534317,0.02437487246761396,0.013431510178051052,0.012336951236654478,0.01191151712196046,0.003021995502276336,-0.0635669888170214,0.010544032260828572,0.01869286855125685,-0.009849841721756637,0.02249588364495918,0.006303451918727176,0.0009364308742574201,-0.00520124041745196,-0.0012757078522454498,0.001149330840306246,-0.0016496238762463702,-0.00037723680076056314,0.00028395968658954344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
