"","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"92","Otu00068-Alphaproteobacteria_unclassified","S3081",0.0213333333333333,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"115","Otu00080-Pseudoalteromonas","S3164",0.021,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"119","Otu00080-Pseudoalteromonas","SN169",0.021,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"128","Otu00096-Rhodobacteraceae_unclassified","SN132",0.0206666666666667,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"91","Otu00068-Alphaproteobacteria_unclassified","S1061",0.02,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"102","Otu00068-Alphaproteobacteria_unclassified","S3164",0.0193333333333333,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"124","Otu00096-Rhodobacteraceae_unclassified","S403",0.0183333333333333,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"101","Otu00068-Alphaproteobacteria_unclassified","S2226",0.0153333333333333,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"1","Otu00001-Endozoicomonas","S1061",0.015,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"11","Otu00001-Endozoicomonas","S785b",0.0143333333333333,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"148","Otu00114-Thalassobius","S2879",0.0136666666666667,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"99","Otu00068-Alphaproteobacteria_unclassified","S3481",0.0133333333333333,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"88","Otu00055-Algicola","SN169",0.013,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"121","Otu00096-Rhodobacteraceae_unclassified","S1061",0.0126666666666667,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"3","Otu00001-Endozoicomonas","SN132",0.0123333333333333,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"109","Otu00080-Pseudoalteromonas","S3081",0.0116666666666667,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"96","Otu00068-Alphaproteobacteria_unclassified","S3486",0.0106666666666667,"S3486","sample","306","High","Pocillopora_acuta","TF","6.1","6","CCC","","3486","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"143","Otu00114-Thalassobius","S3487",0.01,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"29","Otu00002-Endozoicomonas","SN169",0.00966666666666667,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"105","Otu00068-Alphaproteobacteria_unclassified","SN169",0.00966666666666667,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"139","Otu00114-Thalassobius","S3164",0.00933333333333333,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"147","Otu00114-Thalassobius","S785b",0.009,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"8","Otu00001-Endozoicomonas","S403",0.00866666666666667,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"49","Otu00011-Candidatus_Amoebophilus","S2893",0.00833333333333333,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"95","Otu00068-Alphaproteobacteria_unclassified","S2893",0.00833333333333333,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","abund"
"106","Otu00080-Pseudoalteromonas","S3487",0.00833333333333333,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"122","Otu00096-Rhodobacteraceae_unclassified","S2226",0.008,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"17","Otu00002-Endozoicomonas","SN132",0.00766666666666667,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"137","Otu00114-Thalassobius","S3081",0.00766666666666667,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"144","Otu00114-Thalassobius","SN132",0.00633333333333333,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"14","Otu00001-Endozoicomonas","S473",0.006,"S473","sample","305","High","Pocillopora_acuta","TF","6.1","7","C42","","473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"141","Otu00114-Thalassobius","SN158",0.006,"SN158","sample","307","Ambient","Pocillopora_acuta","TF","4.9","5","C42","","N158","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"149","Otu00114-Thalassobius","S3481",0.006,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"9","Otu00001-Endozoicomonas","SN158",0.005,"SN158","sample","307","Ambient","Pocillopora_acuta","TF","4.9","5","C42","","N158","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"13","Otu00001-Endozoicomonas","S3481",0.005,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"43","Otu00006-Endozoicomonas","SN169",0.005,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"142","Otu00114-Thalassobius","S3486",0.005,"S3486","sample","306","High","Pocillopora_acuta","TF","6.1","6","CCC","","3486","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"40","Otu00006-Endozoicomonas","SN132",0.00466666666666667,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"133","Otu00096-Rhodobacteraceae_unclassified","S3481",0.00466666666666667,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"23","Otu00002-Endozoicomonas","SN158",0.004,"SN158","sample","307","Ambient","Pocillopora_acuta","TF","4.9","5","C42","","N158","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"117","Otu00080-Pseudoalteromonas","SN158",0.004,"SN158","sample","307","Ambient","Pocillopora_acuta","TF","4.9","5","C42","","N158","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"59","Otu00011-Candidatus_Amoebophilus","S473",0.00366666666666667,"S473","sample","305","High","Pocillopora_acuta","TF","6.1","7","C42","","473","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"136","Otu00114-Thalassobius","S1061",0.00366666666666667,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"2","Otu00001-Endozoicomonas","S3487",0.00333333333333333,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"22","Otu00002-Endozoicomonas","S403",0.00333333333333333,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"130","Otu00096-Rhodobacteraceae_unclassified","S3486",0.00333333333333333,"S3486","sample","306","High","Pocillopora_acuta","TF","6.1","6","CCC","","3486","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"75","Otu00023-Endozoicomonas","SN169",0.003,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"134","Otu00096-Rhodobacteraceae_unclassified","S473",0.003,"S473","sample","305","High","Pocillopora_acuta","TF","6.1","7","C42","","473","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"64","Otu00023-Endozoicomonas","SN132",0.00266666666666667,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"112","Otu00080-Pseudoalteromonas","S2893",0.00266666666666667,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"135","Otu00096-Rhodobacteraceae_unclassified","SN169",0.00266666666666667,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"111","Otu00080-Pseudoalteromonas","S2879",0.00233333333333333,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"114","Otu00080-Pseudoalteromonas","S2226",0.00233333333333333,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"30","Otu00002-Endozoicomonas","S3481",0.002,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"129","Otu00096-Rhodobacteraceae_unclassified","S2893",0.002,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"132","Otu00096-Rhodobacteraceae_unclassified","S2879",0.002,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"74","Otu00023-Endozoicomonas","S3481",0.001,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"113","Otu00080-Pseudoalteromonas","S3486",0.000333333333333333,"S3486","sample","306","High","Pocillopora_acuta","TF","6.1","6","CCC","","3486","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","abund"
"5","Otu00001-Endozoicomonas","S3081",0,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"6","Otu00001-Endozoicomonas","S2226",0,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"7","Otu00001-Endozoicomonas","S3164",0,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"12","Otu00001-Endozoicomonas","S2879",0,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"16","Otu00002-Endozoicomonas","S3487",0,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"18","Otu00002-Endozoicomonas","S1061",0,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"19","Otu00002-Endozoicomonas","S3081",0,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"20","Otu00002-Endozoicomonas","S2226",0,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"21","Otu00002-Endozoicomonas","S3164",0,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"25","Otu00002-Endozoicomonas","S785b",0,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"26","Otu00002-Endozoicomonas","S2879",0,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"28","Otu00002-Endozoicomonas","S473",0,"S473","sample","305","High","Pocillopora_acuta","TF","6.1","7","C42","","473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"31","Otu00006-Endozoicomonas","S3487",0,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"32","Otu00006-Endozoicomonas","S1061",0,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"33","Otu00006-Endozoicomonas","S3081",0,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"34","Otu00006-Endozoicomonas","S2226",0,"S2226","sample","312","Ambient","Pocillopora_acuta","TF","5.8","8","CCC","","2226","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"35","Otu00006-Endozoicomonas","S3164",0,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"36","Otu00006-Endozoicomonas","S403",0,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"37","Otu00006-Endozoicomonas","SN158",0,"SN158","sample","307","Ambient","Pocillopora_acuta","TF","4.9","5","C42","","N158","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"39","Otu00006-Endozoicomonas","S785b",0,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"42","Otu00006-Endozoicomonas","S473",0,"S473","sample","305","High","Pocillopora_acuta","TF","6.1","7","C42","","473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"44","Otu00006-Endozoicomonas","S2879",0,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"45","Otu00006-Endozoicomonas","S3481",0,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"48","Otu00011-Candidatus_Amoebophilus","SN132",0,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"50","Otu00011-Candidatus_Amoebophilus","S3081",0,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"51","Otu00011-Candidatus_Amoebophilus","S785b",0,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
