"","OTU","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","Genus","top.group"
"58","Otu00002","SN197b",0.0383333333333333,"SN197b","sample","309","Ambient","Pocillopora_acuta","T1","5.5","8","C42","","N197","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"112","Otu00011","SN197b",0.037,"SN197b","sample","309","Ambient","Pocillopora_acuta","T1","5.5","8","C42","","N197","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"93","Otu00011","S3481",0.035,"S3481","sample","312","High","Pocillopora_acuta","TF","5.8","7","CCC","","3481","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"339","Otu00114","S3086",0.035,"S3086","sample","309","High","Pocillopora_acuta","T1","5.5","11","C42",NA,"3086","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"380","Otu00151","S915",0.0343333333333333,"S915","sample","304","High","Pocillopora_acuta","T0","6.4","6","CCC","","915","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","abund"
"48","Otu00002","S1443b",0.034,"S1443b","sample","308","Ambient","Pocillopora_acuta","T1","6.7","5","CCC","","1443","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"27","Otu00001","SN169",0.0326666666666667,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"264","Otu00089","S431",0.0326666666666667,"S431","sample","306","Ambient","Pocillopora_acuta","T1","6.1","8","CCC","","431","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"340","Otu00114","SN2",0.0313333333333333,"SN2","sample","306","Ambient","Pocillopora_acuta","T0","6.1","11","CCC","","N2","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"260","Otu00089","S3486",0.029,"S3486","sample","306","High","Pocillopora_acuta","TF","6.1","6","CCC","","3486","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"222","Otu00084","S1443b",0.0286666666666667,"S1443b","sample","308","Ambient","Pocillopora_acuta","T1","6.7","5","CCC","","1443","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","abund"
"269","Otu00089","SN30",0.0276666666666667,"SN30","sample","307","Ambient","Pocillopora_acuta","T0","4.9","4","C42","","N30","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"38","Otu00001","SN198",0.0266666666666667,"SN198","sample","305","Ambient","Pocillopora_acuta","T1","6.1","9","C42","","N198","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"122","Otu00028","S2893",0.026,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"200","Otu00084","S403",0.026,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","abund"
"37","Otu00001","SN18",0.025,"SN18","sample","301","High","Pocillopora_acuta","T0","4.9","3","CCC","","N18","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"6","Otu00001","S2142",0.0213333333333333,"S2142","sample","302","High","Pocillopora_acuta","T1","4.6","3","CCC","","2142","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"18","Otu00001","S2736",0.0213333333333333,"S2736","sample","311","High","Pocillopora_acuta","T1","7.3","11","C42","","2736","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"19","Otu00001","SN4",0.0203333333333333,"SN4","sample","308","Ambient","Pocillopora_acuta","T0","6.7","9","CCC","","N4","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"133","Otu00028","S755",0.02,"S755","sample","312","High","Pocillopora_acuta","T0","5.8","5","CCC","","755","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"208","Otu00084","S3490",0.02,"S3490","sample","308","High","Pocillopora_acuta","T1","6.7","11","CCC","","3490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","abund"
"185","Otu00055","SN197b",0.0196666666666667,"SN197b","sample","309","Ambient","Pocillopora_acuta","T1","5.5","8","C42","","N197","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola","abund"
"247","Otu00089","S1443b",0.0176666666666667,"S1443b","sample","308","Ambient","Pocillopora_acuta","T1","6.7","5","CCC","","1443","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"61","Otu00002","S3512",0.0163333333333333,"S3512","sample","310","High","Pocillopora_acuta","T1","4.0","7","CCC","","3512","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"383","Otu00151","S785b",0.0163333333333333,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","abund"
"162","Otu00055","S3086",0.016,"S3086","sample","309","High","Pocillopora_acuta","T1","5.5","11","C42",NA,"3086","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola","abund"
"317","Otu00114","S3490",0.0153333333333333,"S3490","sample","308","High","Pocillopora_acuta","T1","6.7","11","CCC","","3490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"7","Otu00001","S1061",0.015,"S1061","sample","301","Ambient","Pocillopora_acuta","TF","4.9","5","CCC","","1061","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"42","Otu00002","S2736",0.015,"S2736","sample","311","High","Pocillopora_acuta","T1","7.3","11","C42","","2736","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"288","Otu00101","S3086",0.0146666666666667,"S3086","sample","309","High","Pocillopora_acuta","T1","5.5","11","C42",NA,"3086","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadales_unclassified","Alteromonadales_unclassified","abund"
"16","Otu00001","S785b",0.0143333333333333,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"54","Otu00002","S2142",0.014,"S2142","sample","302","High","Pocillopora_acuta","T1","4.6","3","CCC","","2142","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"325","Otu00114","S2879",0.0136666666666667,"S2879","sample","301","High","Pocillopora_acuta","TF","4.9","7","CCC","","2879","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"68","Otu00002","SN198",0.0133333333333333,"SN198","sample","305","Ambient","Pocillopora_acuta","T1","6.1","9","C42","","N198","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"181","Otu00055","SN169",0.013,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola","abund"
"33","Otu00001","SN132",0.0123333333333333,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"104","Otu00011","S3513",0.012,"S3513","sample","303","High","Pocillopora_acuta","T1","4.9","2","CCC","","3513","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"332","Otu00114","S3059",0.0116666666666667,"S3059","S3059","301","High","Pocillopora_acuta","T1","4.9","6","CCC","","3059","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"256","Otu00089","S915",0.0113333333333333,"S915","sample","304","High","Pocillopora_acuta","T0","6.4","6","CCC","","915","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"74","Otu00002","SN18",0.0106666666666667,"SN18","sample","301","High","Pocillopora_acuta","T0","4.9","3","CCC","","N18","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"282","Otu00101","SN104",0.01,"SN104","sample","310","Ambient","Pocillopora_acuta","T1","4.0","8","CCC","","N104","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadales_unclassified","Alteromonadales_unclassified","abund"
"320","Otu00114","S3487",0.01,"S3487","sample","303","High","Pocillopora_acuta","TF","4.9","6","CCC","","3487","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"77","Otu00002","SN169",0.00966666666666667,"SN169","sample","305","Ambient","Pocillopora_acuta","TF","6.1","5","C42","","N169","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"351","Otu00114","SN89",0.00966666666666667,"SN89","sample","311","Ambient","Pocillopora_acuta","T1","7.3","4","C42","","N89","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"346","Otu00114","S3164",0.00933333333333333,"S3164","sample","303","Ambient","Pocillopora_acuta","TF","4.9","8","CCC",NA,"3164","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"29","Otu00001","SN85",0.009,"SN85","sample","311","Ambient","Pocillopora_acuta","T0","7.3","4","C42","","N85","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"345","Otu00114","S915",0.009,"S915","sample","304","High","Pocillopora_acuta","T0","6.4","6","CCC","","915","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"348","Otu00114","S785b",0.009,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"350","Otu00114","SN30",0.009,"SN30","sample","307","Ambient","Pocillopora_acuta","T0","4.9","4","C42","","N30","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"28","Otu00001","S403",0.00866666666666667,"S403","sample","309","Ambient","Pocillopora_acuta","TF","5.5","9","C42","","403","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"150","Otu00028","SN89",0.00866666666666667,"SN89","sample","311","Ambient","Pocillopora_acuta","T1","7.3","4","C42","","N89","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"213","Otu00084","S785b",0.00866666666666667,"S785b","sample","306","Ambient","Pocillopora_acuta","TF","6.1","9","CCC","","779","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","abund"
"85","Otu00011","S2893",0.00833333333333333,"S2893","sample","311","High","Pocillopora_acuta","TF","7.3","2","C42","","2893","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"188","Otu00055","S431",0.00833333333333333,"S431","sample","306","Ambient","Pocillopora_acuta","T1","6.1","8","CCC","","431","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Algicola","abund"
"297","Otu00101","S431",0.00833333333333333,"S431","sample","306","Ambient","Pocillopora_acuta","T1","6.1","8","CCC","","431","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadales_unclassified","Alteromonadales_unclassified","abund"
"324","Otu00114","S2142",0.00833333333333333,"S2142","sample","302","High","Pocillopora_acuta","T1","4.6","3","CCC","","2142","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"374","Otu00151","SN170",0.00833333333333333,"SN170","sample","307","Ambient","Pocillopora_acuta","T1","4.9","1","C42","","N170","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","abund"
"99","Otu00011","S314",0.008,"S314","sample","305","High","Pocillopora_acuta","T1","6.1","6","C42",NA,"314","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"263","Otu00089","SN132",0.008,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"69","Otu00002","SN132",0.00766666666666667,"SN132","sample","308","Ambient","Pocillopora_acuta","TF","6.7","9","CCC","","N132","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","abund"
"329","Otu00114","S3081",0.00766666666666667,"S3081","sample","304","Ambient","Pocillopora_acuta","TF","6.4","1","CCC",NA,"3081","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"344","Otu00114","S1443b",0.00766666666666667,"S1443b","sample","308","Ambient","Pocillopora_acuta","T1","6.7","5","CCC","","1443","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"349","Otu00114","S314",0.00766666666666667,"S314","sample","305","High","Pocillopora_acuta","T1","6.1","6","C42",NA,"314","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
"375","Otu00151","S3512",0.00766666666666667,"S3512","sample","310","High","Pocillopora_acuta","T1","4.0","7","CCC","","3512","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","abund"
"267","Otu00089","SN170",0.00733333333333333,"SN170","sample","307","Ambient","Pocillopora_acuta","T1","4.9","1","C42","","N170","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"272","Otu00089","SN4",0.00733333333333333,"SN4","sample","308","Ambient","Pocillopora_acuta","T0","6.7","9","CCC","","N4","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","Candidatus_Amoebophilus","abund"
"334","Otu00114","SN4",0.00733333333333333,"SN4","sample","308","Ambient","Pocillopora_acuta","T0","6.7","9","CCC","","N4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Thalassobius","abund"
