"","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"45","Otu00008-Endozoicomonas","S1144",0.105,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"94","Otu00030-Fulvivirga","S2911",0.097,"S2911","sample","351","High","Pavona_varians","T1","4.6","6","C27","","2911","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"82","Otu00011-Candidatus_Amoebophilus","S436",0.0796666666666667,"S436","sample","357","Ambient","Pavona_varians","T1","4.7","4","C27","","436","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"54","Otu00008-Endozoicomonas","S1254",0.079,"S1254","sample","362","Ambient","Pavona_varians","T1","6.0","1","C27","","1254","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"163","Otu00053-Tistlia","S3137",0.0733333333333333,"S3137","sample","359","High","Pavona_varians","T1","2.0","2","C27",NA,"3137","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"70","Otu00011-Candidatus_Amoebophilus","S1254",0.0706666666666667,"S1254","sample","362","Ambient","Pavona_varians","T1","6.0","1","C27","","1254","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"84","Otu00011-Candidatus_Amoebophilus","SN108b",0.0706666666666667,"SN108b","sample","353","Ambient","Pavona_varians","T1","3.6","9","C1","","N108","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"65","Otu00011-Candidatus_Amoebophilus","S1068",0.062,"S1068","sample","356","High","Pavona_varians","T1","5.0","3","C1","","1068","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"130","Otu00041-Rhodobacteraceae_unclassified","S1857",0.05,"S1857","sample","362","High","Pavona_varians","T1","6.0","2","C27","","1857","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","abund"
"43","Otu00008-Endozoicomonas","S1943",0.0386666666666667,"S1943","sample","358","High","Pavona_varians","T1","4.8","7","C1","","1943","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"122","Otu00039-uncultured","S761",0.0313333333333333,"S761","sample","355","Ambient","Pavona_varians","T1","3.8","1","C27","","761","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","abund"
"164","Otu00053-Tistlia","S490",0.03,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"154","Otu00053-Tistlia","S1144",0.0296666666666667,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"150","Otu00053-Tistlia","S249",0.0173333333333333,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"83","Otu00011-Candidatus_Amoebophilus","S490",0.0166666666666667,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"192","Otu00085-Fulvivirga","S249",0.009,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"87","Otu00030-Fulvivirga","S2629",0.00766666666666667,"S2629","sample","355","High","Pavona_varians","T1","3.8","3","C27","","2629","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"160","Otu00053-Tistlia","S2849",0.007,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"19","Otu00001-Endozoicomonas","SN108b",0.00566666666666667,"SN108b","sample","353","Ambient","Pavona_varians","T1","3.6","9","C1","","N108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"7","Otu00001-Endozoicomonas","S2911",0.00433333333333333,"S2911","sample","351","High","Pavona_varians","T1","4.6","6","C27","","2911","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"39","Otu00002-Endozoicomonas","S664",0.004,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"108","Otu00039-uncultured","S1144",0.004,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","abund"
"125","Otu00039-uncultured","SN222",0.004,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","abund"
"158","Otu00053-Tistlia","S664",0.004,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"64","Otu00011-Candidatus_Amoebophilus","S1857",0.00366666666666667,"S1857","sample","362","High","Pavona_varians","T1","6.0","2","C27","","1857","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"102","Otu00030-Fulvivirga","S554",0.00366666666666667,"S554","sample","354","Ambient","Pavona_varians","T1","4.1","1","C27","","554","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"14","Otu00001-Endozoicomonas","S3246",0.003,"S3246","sample","353","High","Pavona_varians","T1","3.6","2","C1","","3246","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"16","Otu00001-Endozoicomonas","S249",0.003,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"17","Otu00001-Endozoicomonas","S3137",0.00266666666666667,"S3137","sample","359","High","Pavona_varians","T1","2.0","2","C27",NA,"3137","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"25","Otu00002-Endozoicomonas","S2911",0.00233333333333333,"S2911","sample","351","High","Pavona_varians","T1","4.6","6","C27","","2911","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"159","Otu00053-Tistlia","S2629",0.002,"S2629","sample","355","High","Pavona_varians","T1","3.8","3","C27","","2629","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"162","Otu00053-Tistlia","SN222",0.002,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","abund"
"30","Otu00002-Endozoicomonas","S249",0.00166666666666667,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"37","Otu00002-Endozoicomonas","S3246",0.00166666666666667,"S3246","sample","353","High","Pavona_varians","T1","3.6","2","C1","","3246","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"2","Otu00001-Endozoicomonas","S1068",0.001,"S1068","sample","356","High","Pavona_varians","T1","5.0","3","C1","","1068","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"8","Otu00001-Endozoicomonas","S436",0.001,"S436","sample","357","Ambient","Pavona_varians","T1","4.7","4","C27","","436","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"66","Otu00011-Candidatus_Amoebophilus","S1943",0.001,"S1943","sample","358","High","Pavona_varians","T1","4.8","7","C1","","1943","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"31","Otu00002-Endozoicomonas","S3137",0.000666666666666667,"S3137","sample","359","High","Pavona_varians","T1","2.0","2","C27",NA,"3137","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"50","Otu00008-Endozoicomonas","S2849",0.000666666666666667,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"5","Otu00001-Endozoicomonas","S1254",0.000333333333333333,"S1254","sample","362","Ambient","Pavona_varians","T1","6.0","1","C27","","1254","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"1","Otu00001-Endozoicomonas","S1144",0,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"3","Otu00001-Endozoicomonas","S1857",0,"S1857","sample","362","High","Pavona_varians","T1","6.0","2","C27","","1857","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"4","Otu00001-Endozoicomonas","S1943",0,"S1943","sample","358","High","Pavona_varians","T1","4.8","7","C1","","1943","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"6","Otu00001-Endozoicomonas","S2001",0,"S2001","sample","354","High","Pavona_varians","T1","4.1","11","C27","","2001","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"9","Otu00001-Endozoicomonas","S761",0,"S761","sample","355","Ambient","Pavona_varians","T1","3.8","1","C27","","761","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"10","Otu00001-Endozoicomonas","S2849",0,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"12","Otu00001-Endozoicomonas","S664",0,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"13","Otu00001-Endozoicomonas","S2629",0,"S2629","sample","355","High","Pavona_varians","T1","3.8","3","C27","","2629","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"15","Otu00001-Endozoicomonas","S1441",0,"S1441","sample","325","High","Pavona_varians","T1","2.6","7","C1","","1441","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"18","Otu00001-Endozoicomonas","S490",0,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"20","Otu00001-Endozoicomonas","S554",0,"S554","sample","354","Ambient","Pavona_varians","T1","4.1","1","C27","","554","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"21","Otu00001-Endozoicomonas","SN222",0,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"22","Otu00002-Endozoicomonas","S1144",0,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"23","Otu00002-Endozoicomonas","S1943",0,"S1943","sample","358","High","Pavona_varians","T1","4.8","7","C1","","1943","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"24","Otu00002-Endozoicomonas","S2001",0,"S2001","sample","354","High","Pavona_varians","T1","4.1","11","C27","","2001","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"26","Otu00002-Endozoicomonas","S1857",0,"S1857","sample","362","High","Pavona_varians","T1","6.0","2","C27","","1857","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"27","Otu00002-Endozoicomonas","S2629",0,"S2629","sample","355","High","Pavona_varians","T1","3.8","3","C27","","2629","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"28","Otu00002-Endozoicomonas","S2849",0,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"29","Otu00002-Endozoicomonas","S1068",0,"S1068","sample","356","High","Pavona_varians","T1","5.0","3","C1","","1068","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"32","Otu00002-Endozoicomonas","S1254",0,"S1254","sample","362","Ambient","Pavona_varians","T1","6.0","1","C27","","1254","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"33","Otu00002-Endozoicomonas","SN108b",0,"SN108b","sample","353","Ambient","Pavona_varians","T1","3.6","9","C1","","N108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"35","Otu00002-Endozoicomonas","S436",0,"S436","sample","357","Ambient","Pavona_varians","T1","4.7","4","C27","","436","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"36","Otu00002-Endozoicomonas","S761",0,"S761","sample","355","Ambient","Pavona_varians","T1","3.8","1","C27","","761","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"38","Otu00002-Endozoicomonas","S1441",0,"S1441","sample","325","High","Pavona_varians","T1","2.6","7","C1","","1441","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"40","Otu00002-Endozoicomonas","S490",0,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"41","Otu00002-Endozoicomonas","SN222",0,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"42","Otu00002-Endozoicomonas","S554",0,"S554","sample","354","Ambient","Pavona_varians","T1","4.1","1","C27","","554","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"46","Otu00008-Endozoicomonas","S2001",0,"S2001","sample","354","High","Pavona_varians","T1","4.1","11","C27","","2001","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"48","Otu00008-Endozoicomonas","S664",0,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"49","Otu00008-Endozoicomonas","S761",0,"S761","sample","355","Ambient","Pavona_varians","T1","3.8","1","C27","","761","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"51","Otu00008-Endozoicomonas","S1441",0,"S1441","sample","325","High","Pavona_varians","T1","2.6","7","C1","","1441","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"52","Otu00008-Endozoicomonas","S249",0,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"53","Otu00008-Endozoicomonas","S2629",0,"S2629","sample","355","High","Pavona_varians","T1","3.8","3","C27","","2629","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"55","Otu00008-Endozoicomonas","SN108b",0,"SN108b","sample","353","Ambient","Pavona_varians","T1","3.6","9","C1","","N108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"56","Otu00008-Endozoicomonas","S2911",0,"S2911","sample","351","High","Pavona_varians","T1","4.6","6","C27","","2911","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"57","Otu00008-Endozoicomonas","S436",0,"S436","sample","357","Ambient","Pavona_varians","T1","4.7","4","C27","","436","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"58","Otu00008-Endozoicomonas","S3137",0,"S3137","sample","359","High","Pavona_varians","T1","2.0","2","C27",NA,"3137","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"59","Otu00008-Endozoicomonas","S3246",0,"S3246","sample","353","High","Pavona_varians","T1","3.6","2","C1","","3246","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"60","Otu00008-Endozoicomonas","S3478",0,"S3478","sample","361","High","Pavona_varians","T1","6.8","6","C1","","3478","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"62","Otu00008-Endozoicomonas","S490",0,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"63","Otu00008-Endozoicomonas","S554",0,"S554","sample","354","Ambient","Pavona_varians","T1","4.1","1","C27","","554","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"67","Otu00011-Candidatus_Amoebophilus","S1441",0,"S1441","sample","325","High","Pavona_varians","T1","2.6","7","C1","","1441","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"68","Otu00011-Candidatus_Amoebophilus","S664",0,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"71","Otu00011-Candidatus_Amoebophilus","S2001",0,"S2001","sample","354","High","Pavona_varians","T1","4.1","11","C27","","2001","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"73","Otu00011-Candidatus_Amoebophilus","S1144",0,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"75","Otu00011-Candidatus_Amoebophilus","S2849",0,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"76","Otu00011-Candidatus_Amoebophilus","S3478",0,"S3478","sample","361","High","Pavona_varians","T1","6.8","6","C1","","3478","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"77","Otu00011-Candidatus_Amoebophilus","SN222",0,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"80","Otu00011-Candidatus_Amoebophilus","S554",0,"S554","sample","354","Ambient","Pavona_varians","T1","4.1","1","C27","","554","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"85","Otu00030-Fulvivirga","S1068",0,"S1068","sample","356","High","Pavona_varians","T1","5.0","3","C1","","1068","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"86","Otu00030-Fulvivirga","S1857",0,"S1857","sample","362","High","Pavona_varians","T1","6.0","2","C27","","1857","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"88","Otu00030-Fulvivirga","S3246",0,"S3246","sample","353","High","Pavona_varians","T1","3.6","2","C1","","3246","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"89","Otu00030-Fulvivirga","S1441",0,"S1441","sample","325","High","Pavona_varians","T1","2.6","7","C1","","1441","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"90","Otu00030-Fulvivirga","S249",0,"S249","sample","360","Ambient","Pavona_varians","T1","2.0","5","C27","","249","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"91","Otu00030-Fulvivirga","S3137",0,"S3137","sample","359","High","Pavona_varians","T1","2.0","2","C27",NA,"3137","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"93","Otu00030-Fulvivirga","S2001",0,"S2001","sample","354","High","Pavona_varians","T1","4.1","11","C27","","2001","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"95","Otu00030-Fulvivirga","S1144",0,"S1144","sample","358","Ambient","Pavona_varians","T1","4.8","8","C1","","1144","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"96","Otu00030-Fulvivirga","S1943",0,"S1943","sample","358","High","Pavona_varians","T1","4.8","7","C1","","1943","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"97","Otu00030-Fulvivirga","S2849",0,"S2849","sample","360","High","Pavona_varians","T1","2.0","3","C27","","2849","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"98","Otu00030-Fulvivirga","S3478",0,"S3478","sample","361","High","Pavona_varians","T1","6.8","6","C1","","3478","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"99","Otu00030-Fulvivirga","S664",0,"S664","sample","361","Ambient","Pavona_varians","T1","6.8","5","C1","","664","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"100","Otu00030-Fulvivirga","S436",0,"S436","sample","357","Ambient","Pavona_varians","T1","4.7","4","C27","","436","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"101","Otu00030-Fulvivirga","S490",0,"S490","sample","357","High","Pavona_varians","T1","4.7","2","C27","","490","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"103","Otu00030-Fulvivirga","SN222",0,"SN222","sample","356","Ambient","Pavona_varians","T1","5.0","8","C1","","N222","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"104","Otu00030-Fulvivirga","S761",0,"S761","sample","355","Ambient","Pavona_varians","T1","3.8","1","C27","","761","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"105","Otu00030-Fulvivirga","SN108b",0,"SN108b","sample","353","Ambient","Pavona_varians","T1","3.6","9","C1","","N108","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","abund"
"106","Otu00039-uncultured","S1068",0,"S1068","sample","356","High","Pavona_varians","T1","5.0","3","C1","","1068","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","abund"
