"","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"8","Otu00001-Endozoicomonas","S2731",0.099,"S2731","sample","353","High","Pavona_varians","TF","3.6","3","C1","","2731","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"11","Otu00001-Endozoicomonas","S2663",0.0896666666666667,"S2663","sample","355","High","Pavona_varians","TF","3.8","7","C27","","2663","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"61","Otu00011-Candidatus_Amoebophilus","S2731",0.0756666666666667,"S2731","sample","353","High","Pavona_varians","TF","3.6","3","C1","","2731","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"45","Otu00011-Candidatus_Amoebophilus","S1688",0.0746666666666667,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"17","Otu00001-Endozoicomonas","SN217",0.062,"SN217","sample","361","Ambient","Pavona_varians","TF","6.8","8","C1","","N217","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"106","Otu00027-Cytophagales_unclassified","S422",0.0523333333333333,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"109","Otu00027-Cytophagales_unclassified","S420",0.0496666666666667,"S420","sample","354","Ambient","Pavona_varians","TF","4.1","4","C27","","420","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"62","Otu00011-Candidatus_Amoebophilus","S422",0.0486666666666667,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"71","Otu00012-Bacteria_unclassified","S1688",0.0383333333333333,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"207","Otu00093-Rivularia_PCC-7116","S2663",0.0383333333333333,"S2663","sample","355","High","Pavona_varians","TF","3.8","7","C27","","2663","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"20","Otu00001-Endozoicomonas","S3383",0.0346666666666667,"S3383","sample","356","High","Pavona_varians","TF","5.0","6","C1","","3383","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"91","Otu00027-Cytophagales_unclassified","S2214",0.0236666666666667,"S2214","sample","351","Ambient","Pavona_varians","TF","4.6","8","C27","","2214","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"32","Otu00008-Endozoicomonas","S1037",0.0196666666666667,"S1037","sample","358","Ambient","Pavona_varians","TF","4.8","9","C1","","1037","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"22","Otu00001-Endozoicomonas","S422",0.0183333333333333,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"78","Otu00012-Bacteria_unclassified","SN191",0.018,"SN191","sample","353","Ambient","Pavona_varians","TF","3.6","4","C1","","N191","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"104","Otu00027-Cytophagales_unclassified","S1166",0.0153333333333333,"S1166","sample","354","High","Pavona_varians","TF","4.1","2","C27","","1166","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"10","Otu00001-Endozoicomonas","S955",0.0126666666666667,"S955","sample","325","Ambient","Pavona_varians","TF","2.6","9","C1","","955","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"30","Otu00008-Endozoicomonas","S1688",0.0116666666666667,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"169","Otu00052-Arcobacter","S2328",0.0113333333333333,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Arcobacteraceae","abund"
"51","Otu00011-Candidatus_Amoebophilus","S2136",0.011,"S2136","sample","362","High","Pavona_varians","TF","6.0","11","C27","","2136","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"97","Otu00027-Cytophagales_unclassified","S2948",0.0106666666666667,"S2948","sample","351","High","Pavona_varians","TF","4.6","7","C27","","2948","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"14","Otu00001-Endozoicomonas","S2328",0.0103333333333333,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"55","Otu00011-Candidatus_Amoebophilus","S1037",0.00966666666666667,"S1037","sample","358","Ambient","Pavona_varians","TF","4.8","9","C1","","1037","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"193","Otu00056-Alteromonadaceae_unclassified","S2328",0.007,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","abund"
"140","Otu00044-Cytophagales_unclassified","S1413",0.00666666666666667,"S1413","sample","357","High","Pavona_varians","TF","4.7","11","C27","","1413","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"3","Otu00001-Endozoicomonas","S1556",0.00633333333333333,"S1556","sample","355","Ambient","Pavona_varians","TF","3.8","4","C27","","1556","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"92","Otu00027-Cytophagales_unclassified","S1688",0.00633333333333333,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"47","Otu00011-Candidatus_Amoebophilus","S1556",0.00533333333333333,"S1556","sample","355","Ambient","Pavona_varians","TF","3.8","4","C27","","1556","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"181","Otu00056-Alteromonadaceae_unclassified","S1037",0.00533333333333333,"S1037","sample","358","Ambient","Pavona_varians","TF","4.8","9","C1","","1037","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","abund"
"36","Otu00008-Endozoicomonas","S1526",0.00433333333333333,"S1526","sample","358","High","Pavona_varians","TF","4.8","11","C1","","1526","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"46","Otu00011-Candidatus_Amoebophilus","S1526",0.00433333333333333,"S1526","sample","358","High","Pavona_varians","TF","4.8","11","C1","","1526","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"206","Otu00093-Rivularia_PCC-7116","S955",0.00433333333333333,"S955","sample","325","Ambient","Pavona_varians","TF","2.6","9","C1","","955","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"15","Otu00001-Endozoicomonas","S1037",0.00366666666666667,"S1037","sample","358","Ambient","Pavona_varians","TF","4.8","9","C1","","1037","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"195","Otu00056-Alteromonadaceae_unclassified","S775",0.00366666666666667,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","abund"
"201","Otu00093-Rivularia_PCC-7116","S1803",0.00366666666666667,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"4","Otu00001-Endozoicomonas","S2214",0.00333333333333333,"S2214","sample","351","Ambient","Pavona_varians","TF","4.6","8","C27","","2214","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"5","Otu00001-Endozoicomonas","S1803",0.00333333333333333,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"74","Otu00012-Bacteria_unclassified","S1556",0.00333333333333333,"S1556","sample","355","Ambient","Pavona_varians","TF","3.8","4","C27","","1556","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"215","Otu00093-Rivularia_PCC-7116","S471",0.00333333333333333,"S471","sample","356","Ambient","Pavona_varians","TF","5.0","9","C1","","471","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"182","Otu00056-Alteromonadaceae_unclassified","S1556",0.00266666666666667,"S1556","sample","355","Ambient","Pavona_varians","TF","3.8","4","C27","","1556","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","abund"
"18","Otu00001-Endozoicomonas","S2948",0.00233333333333333,"S2948","sample","351","High","Pavona_varians","TF","4.6","7","C27","","2948","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"53","Otu00011-Candidatus_Amoebophilus","S832",0.002,"S832","sample","360","Ambient","Pavona_varians","TF","2.0","1","C27","","832","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"197","Otu00056-Alteromonadaceae_unclassified","S471",0.002,"S471","sample","356","Ambient","Pavona_varians","TF","5.0","9","C1","","471","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","abund"
"200","Otu00093-Rivularia_PCC-7116","S1688",0.00166666666666667,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"218","Otu00093-Rivularia_PCC-7116","S422",0.00166666666666667,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Cyanobacteria","Oxyphotobacteria","Nostocales","Nostocaceae","abund"
"41","Otu00008-Endozoicomonas","S3383",0.000666666666666667,"S3383","sample","356","High","Pavona_varians","TF","5.0","6","C1","","3383","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"108","Otu00027-Cytophagales_unclassified","S775",0.000666666666666667,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"146","Otu00044-Cytophagales_unclassified","S3383",0.000666666666666667,"S3383","sample","356","High","Pavona_varians","TF","5.0","6","C1","","3383","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"2","Otu00001-Endozoicomonas","S2136",0.000333333333333333,"S2136","sample","362","High","Pavona_varians","TF","6.0","11","C27","","2136","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"1","Otu00001-Endozoicomonas","S1688",0,"S1688","sample","362","Ambient","Pavona_varians","TF","6.0","5","C27","","1688","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"6","Otu00001-Endozoicomonas","S1526",0,"S1526","sample","358","High","Pavona_varians","TF","4.8","11","C1","","1526","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"7","Otu00001-Endozoicomonas","SN191",0,"SN191","sample","353","Ambient","Pavona_varians","TF","3.6","4","C1","","N191","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"9","Otu00001-Endozoicomonas","S1413",0,"S1413","sample","357","High","Pavona_varians","TF","4.7","11","C27","","1413","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"12","Otu00001-Endozoicomonas","S1166",0,"S1166","sample","354","High","Pavona_varians","TF","4.1","2","C27","","1166","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"13","Otu00001-Endozoicomonas","S832",0,"S832","sample","360","Ambient","Pavona_varians","TF","2.0","1","C27","","832","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"16","Otu00001-Endozoicomonas","S775",0,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"19","Otu00001-Endozoicomonas","S471",0,"S471","sample","356","Ambient","Pavona_varians","TF","5.0","9","C1","","471","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"21","Otu00001-Endozoicomonas","S420",0,"S420","sample","354","Ambient","Pavona_varians","TF","4.1","4","C27","","420","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"23","Otu00008-Endozoicomonas","S2214",0,"S2214","sample","351","Ambient","Pavona_varians","TF","4.6","8","C27","","2214","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"25","Otu00008-Endozoicomonas","S2731",0,"S2731","sample","353","High","Pavona_varians","TF","3.6","3","C1","","2731","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"26","Otu00008-Endozoicomonas","S1413",0,"S1413","sample","357","High","Pavona_varians","TF","4.7","11","C27","","1413","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"27","Otu00008-Endozoicomonas","S1803",0,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"28","Otu00008-Endozoicomonas","S2663",0,"S2663","sample","355","High","Pavona_varians","TF","3.8","7","C27","","2663","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"29","Otu00008-Endozoicomonas","S1166",0,"S1166","sample","354","High","Pavona_varians","TF","4.1","2","C27","","1166","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"31","Otu00008-Endozoicomonas","S2328",0,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"33","Otu00008-Endozoicomonas","S1556",0,"S1556","sample","355","Ambient","Pavona_varians","TF","3.8","4","C27","","1556","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"34","Otu00008-Endozoicomonas","SN217",0,"SN217","sample","361","Ambient","Pavona_varians","TF","6.8","8","C1","","N217","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"35","Otu00008-Endozoicomonas","S2948",0,"S2948","sample","351","High","Pavona_varians","TF","4.6","7","C27","","2948","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"37","Otu00008-Endozoicomonas","SN191",0,"SN191","sample","353","Ambient","Pavona_varians","TF","3.6","4","C1","","N191","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"38","Otu00008-Endozoicomonas","S420",0,"S420","sample","354","Ambient","Pavona_varians","TF","4.1","4","C27","","420","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"39","Otu00008-Endozoicomonas","S422",0,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"40","Otu00008-Endozoicomonas","S955",0,"S955","sample","325","Ambient","Pavona_varians","TF","2.6","9","C1","","955","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"42","Otu00008-Endozoicomonas","S775",0,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"43","Otu00008-Endozoicomonas","S832",0,"S832","sample","360","Ambient","Pavona_varians","TF","2.0","1","C27","","832","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"50","Otu00011-Candidatus_Amoebophilus","S1803",0,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"52","Otu00011-Candidatus_Amoebophilus","S1166",0,"S1166","sample","354","High","Pavona_varians","TF","4.1","2","C27","","1166","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"54","Otu00011-Candidatus_Amoebophilus","S2328",0,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"56","Otu00011-Candidatus_Amoebophilus","S775",0,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"57","Otu00011-Candidatus_Amoebophilus","SN217",0,"SN217","sample","361","Ambient","Pavona_varians","TF","6.8","8","C1","","N217","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"58","Otu00011-Candidatus_Amoebophilus","S2948",0,"S2948","sample","351","High","Pavona_varians","TF","4.6","7","C27","","2948","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"59","Otu00011-Candidatus_Amoebophilus","S471",0,"S471","sample","356","Ambient","Pavona_varians","TF","5.0","9","C1","","471","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"60","Otu00011-Candidatus_Amoebophilus","SN191",0,"SN191","sample","353","Ambient","Pavona_varians","TF","3.6","4","C1","","N191","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"63","Otu00011-Candidatus_Amoebophilus","S955",0,"S955","sample","325","Ambient","Pavona_varians","TF","2.6","9","C1","","955","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"65","Otu00011-Candidatus_Amoebophilus","S420",0,"S420","sample","354","Ambient","Pavona_varians","TF","4.1","4","C27","","420","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"66","Otu00011-Candidatus_Amoebophilus","S3383",0,"S3383","sample","356","High","Pavona_varians","TF","5.0","6","C1","","3383","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","abund"
"67","Otu00012-Bacteria_unclassified","S1413",0,"S1413","sample","357","High","Pavona_varians","TF","4.7","11","C27","","1413","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"68","Otu00012-Bacteria_unclassified","S1526",0,"S1526","sample","358","High","Pavona_varians","TF","4.8","11","C1","","1526","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"69","Otu00012-Bacteria_unclassified","S2136",0,"S2136","sample","362","High","Pavona_varians","TF","6.0","11","C27","","2136","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"70","Otu00012-Bacteria_unclassified","S1166",0,"S1166","sample","354","High","Pavona_varians","TF","4.1","2","C27","","1166","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"72","Otu00012-Bacteria_unclassified","S1803",0,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"73","Otu00012-Bacteria_unclassified","S1037",0,"S1037","sample","358","Ambient","Pavona_varians","TF","4.8","9","C1","","1037","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"76","Otu00012-Bacteria_unclassified","S2948",0,"S2948","sample","351","High","Pavona_varians","TF","4.6","7","C27","","2948","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"77","Otu00012-Bacteria_unclassified","S471",0,"S471","sample","356","Ambient","Pavona_varians","TF","5.0","9","C1","","471","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"79","Otu00012-Bacteria_unclassified","S2731",0,"S2731","sample","353","High","Pavona_varians","TF","3.6","3","C1","","2731","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"80","Otu00012-Bacteria_unclassified","S422",0,"S422","sample","357","Ambient","Pavona_varians","TF","4.7","8","C27","","422","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"81","Otu00012-Bacteria_unclassified","S955",0,"S955","sample","325","Ambient","Pavona_varians","TF","2.6","9","C1","","955","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"82","Otu00012-Bacteria_unclassified","S2663",0,"S2663","sample","355","High","Pavona_varians","TF","3.8","7","C27","","2663","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"84","Otu00012-Bacteria_unclassified","S832",0,"S832","sample","360","Ambient","Pavona_varians","TF","2.0","1","C27","","832","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"85","Otu00012-Bacteria_unclassified","S2328",0,"S2328","sample","359","High","Pavona_varians","TF","2.0","3","C27","","2328","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"86","Otu00012-Bacteria_unclassified","S3383",0,"S3383","sample","356","High","Pavona_varians","TF","5.0","6","C1","","3383","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"87","Otu00012-Bacteria_unclassified","S775",0,"S775","sample","361","High","Pavona_varians","TF","6.8","7","C1","","775","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"89","Otu00027-Cytophagales_unclassified","S1803",0,"S1803","sample","325","High","Pavona_varians","TF","2.6","11","C1","","1803","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
"90","Otu00027-Cytophagales_unclassified","S2136",0,"S2136","sample","362","High","Pavona_varians","TF","6.0","11","C27","","2136","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cytophagales_unclassified","abund"
