sample,analysis_type_uid,PC1,PC2,PC3
D4/D1-D6-D1ab-D17d-D17j-D3h,87936,0.10400112328220867,0.018452295637556283,-0.0
D4/D1/D6-D1ab-D3h,87617,-0.012811762510481873,-0.04595334122635215,-0.0
D1/D4/D6/D1ab,87549,-0.09118936077172679,0.027501045588795864,-0.0
proportion_explained,0,0.8574275551646684,0.14257244483533166,0.0
