sample,analysis_type_uid,PC1,PC2,PC3
D4/D1-D6-D1ab-D17d-D17j-D3h,87936,0.19791463535192982,0.0001257721348422041,-0.0
D4/D1/D6-D1ab-D3h,87617,-0.07213505662903179,-0.0007589164885926232,-0.0
D1/D4/D6/D1ab,87549,-0.1257795787228981,0.0006331443537548244,-0.0
proportion_explained,0,0.9999835095617734,1.6490438226653333e-05,0.0
