sample,analysis_type_uid,PC1,PC2,PC3
D4/D1-D6-D1ab-D17d-D17j-D3h,87936,0.0966075423427367,0.016589182956999196,-0.0
D4/D1/D6-D1ab-D3h,87617,0.004069953136828541,-0.031244652068789902,-0.0
D1/D4/D6/D1ab,87549,-0.10067749547956532,0.014655469111790697,-0.0
proportion_explained,0,0.9300195966479505,0.06998040335204954,0.0
