"","OTU","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","Genus","top.group"
"52","Otu00002","SN50",0.291333333333333,"SN50","sample","324","Ambient","Porites_compressa","T0","0.8","5","C15n","","N50","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"26","Otu00002","S74",0.291,"S74","sample","314","High","Porites_compressa","T0","2.1","3","C15cj","","74","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"50","Otu00002","SN124",0.286333333333333,"SN124","sample","318","Ambient","Porites_compressa","T1","2.1","5","C15n","","N124","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"1","Otu00002","S3488",0.286,"S3488","sample","315","High","Porites_compressa","T1","2.5","6","C15n","","3488","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"51","Otu00002","S1110",0.283,"S1110","sample","321","High","Porites_compressa","T1","1.3","3","C15cj","","1110","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"29","Otu00002","SN115",0.281666666666667,"SN115","sample","322","Ambient","Porites_compressa","TF","1.5","4","C15cj","","N115","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"38","Otu00002","S3476b",0.281666666666667,"S3476b","sample","319","High","Porites_compressa","TF","3.1","11","C15cj","Yes","3476","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"20","Otu00002","S284",0.281333333333333,"S284","sample","314","Ambient","Porites_compressa","T1","2.1","4","C15cj","","284","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"4","Otu00002","S3514",0.280333333333333,"S3514","sample","314","High","Porites_compressa","T1","2.1","2","C15cj","","3514","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"35","Otu00002","SN107",0.279333333333333,"SN107","sample","315","High","Porites_compressa","T0","2.5","6","C15n","","N107","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"41","Otu00002","SN78",0.278,"SN78","sample","324","Ambient","Porites_compressa","T1","0.8","8","C15n","","N78","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"7","Otu00002","SN149",0.277666666666667,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"45","Otu00002","S3480",0.276666666666667,"S3480","sample","314","High","Porites_compressa","TF","2.1","3","C15cj","","3480","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"5","Otu00002","S579",0.276,"S579","sample","323","Ambient","Porites_compressa","TF","1.0","9","C15n","","579","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"46","Otu00002","SN37",0.275,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"30","Otu00002","S3467",0.273666666666667,"S3467","sample","323","High","Porites_compressa","TF","1.0","7","C15n","","3467","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"24","Otu00002","SN181",0.272666666666667,"SN181","sample","316","Ambient","Porites_compressa","T1","2.0","9","C15n","","N181","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"49","Otu00002","S226",0.272,"S226","sample","324","High","Porites_compressa","T1","0.8","7","C15n","","226","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"53","Otu00002","SN47",0.269333333333333,"SN47","sample","316","High","Porites_compressa","T0","2.0","6","C15n","","N47","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"47","Otu00002","SN77",0.266,"SN77","sample","314","Ambient","Porites_compressa","TF","2.1","1","C15cj","","N77","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"10","Otu00002","SN157",0.264,"SN157","sample","322","High","Porites_compressa","T1","1.5","6","C15cj","","N157","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"25","Otu00002","SN211",0.263333333333333,"SN211","sample","316","Ambient","Porites_compressa","TF","2.0","8","C15n","","N211","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"55","Otu00002","SN7",0.262,"SN7","sample","321","Ambient","Porites_compressa","T0","1.3","1","C15cj","","N7","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"19","Otu00002","S650",0.261666666666667,"S650","sample","320","Ambient","Porites_compressa","T1","0.8","5","C15cj","","650","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"23","Otu00002","S3458",0.258666666666667,"S3458","sample","320","High","Porites_compressa","T1","0.8","6","C15cj","","3458","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"27","Otu00002","S946",0.257,"S946","sample","316","High","Porites_compressa","T1","2.0","3","C15n","","946","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"3","Otu00002","S3517",0.251333333333333,"S3517","sample","317","High","Porites_compressa","TF","2.2","3","C15cj","","3517","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"2","Otu00002","S3491",0.250333333333333,"S3491","sample","321","High","Porites_compressa","TF","1.3","7","C15cj","","3491","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"40","Otu00002","SN70b",0.248666666666667,"SN70b","sample","313","High","Porites_compressa","T0","5.8","11","C15n","","N70","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"34","Otu00002","S972",0.245666666666667,"S972","sample","316","High","Porites_compressa","TF","2.0","11","C15n","","972","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"15","Otu00002","S3340",0.237,"S3340","sample","317","High","Porites_compressa","T1","2.2","2","C15cj","","3340","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"21","Otu00002","S3337",0.232666666666667,"S3337","sample","315","Ambient","Porites_compressa","TF","2.5","5","C15n","","3337","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"37","Otu00002","S3475",0.208333333333333,"S3475","sample","313","High","Porites_compressa","T1","5.8","6","C15n","","3475","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"12","Otu00002","S634",0.207,"S634","sample","318","High","Porites_compressa","T1","2.1","2","C15n","","634","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"8","Otu00002","SN189",0.204333333333333,"SN189","sample","313","Ambient","Porites_compressa","TF","5.8","4","C15n","","N189","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"17","Otu00002","SN161",0.197,"SN161","sample","313","Ambient","Porites_compressa","T1","5.8","1","C15n","","N161","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"54","Otu00002","SN55",0.122666666666667,"SN55","sample","318","High","Porites_compressa","TF","2.1","6","C15n","","N55","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"9","Otu00002","SN134",0.078,"SN134","sample","319","High","Porites_compressa","T1","3.1","2","C15cj","","N134","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"124","Otu00116","SN161",0.0403333333333333,"SN161","sample","313","Ambient","Porites_compressa","T1","5.8","1","C15n","","N161","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"44","Otu00002","SN98",0.0316666666666667,"SN98","sample","317","Ambient","Porites_compressa","TF","2.2","9","C15cj","","N98","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","differential"
"154","Otu00116","SN37",0.025,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"139","Otu00116","SN205",0.0146666666666667,"SN205","sample","320","Ambient","Porites_compressa","TF","0.8","5","C15cj","","N205","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"168","Otu00116","SN149",0.014,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"140","Otu00116","S650",0.0113333333333333,"S650","sample","320","Ambient","Porites_compressa","T1","0.8","5","C15cj","","650","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"68","Otu00073","S3475",0.0103333333333333,"S3475","sample","313","High","Porites_compressa","T1","5.8","6","C15n","","3475","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"81","Otu00073","SN157",0.006,"SN157","sample","322","High","Porites_compressa","T1","1.5","6","C15cj","","N157","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"198","Otu00623","SN161",0.006,"SN161","sample","313","Ambient","Porites_compressa","T1","5.8","1","C15n","","N161","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"63","Otu00073","S3514",0.00566666666666667,"S3514","sample","314","High","Porites_compressa","T1","2.1","2","C15cj","","3514","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"184","Otu00623","SN149",0.00566666666666667,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"277","Otu00831","SN37",0.00433333333333333,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"67","Otu00073","SN134",0.004,"SN134","sample","319","High","Porites_compressa","T1","3.1","2","C15cj","","N134","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"224","Otu00623","SN37",0.004,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"274","Otu00831","SN161",0.004,"SN161","sample","313","Ambient","Porites_compressa","T1","5.8","1","C15n","","N161","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"141","Otu00116","S809",0.00333333333333333,"S809","sample","323","Ambient","Porites_compressa","T1","1.0","8","C15n","","809","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"389","Otu00955","SN37",0.00333333333333333,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"117","Otu00116","S31",0.003,"S31","sample","320","Ambient","Porites_compressa","T0","0.8","9","C15cj",NA,"31","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"210","Otu00623","S650",0.00266666666666667,"S650","sample","320","Ambient","Porites_compressa","T1","0.8","5","C15cj","","650","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"293","Otu00919","S650",0.00266666666666667,"S650","sample","320","Ambient","Porites_compressa","T1","0.8","5","C15cj","","650","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","differential"
"128","Otu00116","S1502",0.00233333333333333,"S1502","sample","322","High","Porites_compressa","TF","1.5","7","C15cj","","1502","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"157","Otu00116","SN117",0.00233333333333333,"SN117","sample","319","Ambient","Porites_compressa","T1","3.1","1","C15cj","","N117","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"99","Otu00073","S946",0.002,"S946","sample","316","High","Porites_compressa","T1","2.0","3","C15n","","946","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"155","Otu00116","SN50",0.002,"SN50","sample","324","Ambient","Porites_compressa","T0","0.8","5","C15n","","N50","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"320","Otu00919","SN37",0.002,"SN37","sample","322","Ambient","Porites_compressa","T1","1.5","1","C15cj","","N37","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","differential"
"331","Otu00919","SN149",0.002,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","differential"
"58","Otu00073","SN70b",0.00166666666666667,"SN70b","sample","313","High","Porites_compressa","T0","5.8","11","C15n","","N70","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"143","Otu00116","SN107",0.00166666666666667,"SN107","sample","315","High","Porites_compressa","T0","2.5","6","C15n","","N107","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"337","Otu00955","SN149",0.00166666666666667,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"114","Otu00116","S2286",0.00133333333333333,"S2286","sample","315","Ambient","Porites_compressa","T1","2.5","1","C15n","","2286","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"118","Otu00116","SN98",0.00133333333333333,"SN98","sample","317","Ambient","Porites_compressa","TF","2.2","9","C15cj","","N98","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"131","Otu00116","SN181",0.00133333333333333,"SN181","sample","316","Ambient","Porites_compressa","T1","2.0","9","C15n","","N181","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"221","Otu00623","SN50",0.00133333333333333,"SN50","sample","324","Ambient","Porites_compressa","T0","0.8","5","C15n","","N50","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"232","Otu00831","SN107",0.00133333333333333,"SN107","sample","315","High","Porites_compressa","T0","2.5","6","C15n","","N107","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"264","Otu00831","SN149",0.00133333333333333,"SN149","sample","321","Ambient","Porites_compressa","T1","1.3","5","C15cj","","N149","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"339","Otu00955","S31",0.00133333333333333,"S31","sample","320","Ambient","Porites_compressa","T0","0.8","9","C15cj",NA,"31","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"122","Otu00116","S199",0.001,"S199","sample","317","Ambient","Porites_compressa","T1","2.2","4","C15cj","","199","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"189","Otu00623","SN107",0.001,"SN107","sample","315","High","Porites_compressa","T0","2.5","6","C15n","","N107","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"200","Otu00623","S1502",0.001,"S1502","sample","322","High","Porites_compressa","TF","1.5","7","C15cj","","1502","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"218","Otu00623","SN205",0.001,"SN205","sample","320","Ambient","Porites_compressa","TF","0.8","5","C15cj","","N205","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"345","Otu00955","SN161",0.001,"SN161","sample","313","Ambient","Porites_compressa","T1","5.8","1","C15n","","N161","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"73","Otu00073","S3340",0.000666666666666667,"S3340","sample","317","High","Porites_compressa","T1","2.2","2","C15cj","","3340","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"146","Otu00116","SN211",0.000666666666666667,"SN211","sample","316","Ambient","Porites_compressa","TF","2.0","8","C15n","","N211","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"205","Otu00623","SN181",0.000666666666666667,"SN181","sample","316","Ambient","Porites_compressa","T1","2.0","9","C15n","","N181","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"370","Otu00955","SN117",0.000666666666666667,"SN117","sample","319","Ambient","Porites_compressa","T1","3.1","1","C15cj","","N117","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"376","Otu00955","S809",0.000666666666666667,"S809","sample","323","Ambient","Porites_compressa","T1","1.0","8","C15n","","809","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"385","Otu00955","S3476b",0.000666666666666667,"S3476b","sample","319","High","Porites_compressa","TF","3.1","11","C15cj","Yes","3476","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"116","Otu00116","S3337",0.000333333333333333,"S3337","sample","315","Ambient","Porites_compressa","TF","2.5","5","C15n","","3337","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"145","Otu00116","S3476b",0.000333333333333333,"S3476b","sample","319","High","Porites_compressa","TF","3.1","11","C15cj","Yes","3476","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_ge","differential"
"311","Otu00919","SN181",0.000333333333333333,"SN181","sample","316","Ambient","Porites_compressa","T1","2.0","9","C15n","","N181","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","differential"
"328","Otu00919","S199",0.000333333333333333,"S199","sample","317","Ambient","Porites_compressa","T1","2.2","4","C15cj","","199","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","differential"
"373","Otu00955","S74",0.000333333333333333,"S74","sample","314","High","Porites_compressa","T0","2.1","3","C15cj","","74","Bacteria","Proteobacteria","Gammaproteobacteria","Francisellales","Francisellaceae","Francisellaceae_unclassified","differential"
"57","Otu00073","S1110",0,"S1110","sample","321","High","Porites_compressa","T1","1.3","3","C15cj","","1110","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"59","Otu00073","S31",0,"S31","sample","320","Ambient","Porites_compressa","T0","0.8","9","C15cj",NA,"31","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"60","Otu00073","SN131",0,"SN131","sample","324","Ambient","Porites_compressa","TF","0.8","9","C15n","","N131","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"61","Otu00073","S3467",0,"S3467","sample","323","High","Porites_compressa","TF","1.0","7","C15n","","3467","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"62","Otu00073","S3488",0,"S3488","sample","315","High","Porites_compressa","T1","2.5","6","C15n","","3488","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"64","Otu00073","S1502",0,"S1502","sample","322","High","Porites_compressa","TF","1.5","7","C15cj","","1502","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"65","Otu00073","SN77",0,"SN77","sample","314","Ambient","Porites_compressa","TF","2.1","1","C15cj","","N77","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"66","Otu00073","S3337",0,"S3337","sample","315","Ambient","Porites_compressa","TF","2.5","5","C15n","","3337","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"69","Otu00073","S3491",0,"S3491","sample","321","High","Porites_compressa","TF","1.3","7","C15cj","","3491","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
"70","Otu00073","S3517",0,"S3517","sample","317","High","Porites_compressa","TF","2.2","3","C15cj","","3517","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacteraceae_unclassified","differential"
