Date,Frag.ID,Mass.g,Temp.C,Days,TimePoint,Parent.ID,Treatment,Species,Time.Point,Depth,Tank.num,X,Clade
4/14/17,3469,6.037,29.27,24,Time1,374,High,Montipora_capitata,T1,3.2,6,,CD
4/14/17,3475,2.233,29.841,24,Time1,313,High,Porites_compressa,T1,5.8,6,,C15n
4/14/17,3478,10.596,29.596,24,Time1,361,High,Pavona_varians,T1,6.8,6,,C1
4/14/17,3488,4.425,29.344,24,Time1,315,High,Porites_compressa,T1,2.5,6,,C15n
4/14/17,N157,4.394,29.664,24,Time1,322,High,Porites_compressa,T1,1.5,6,,C15cj
4/14/17,1437,2.767,29.373,24,Time1,367,High,Montipora_capitata,TF,5.8,6,,C
4/14/17,2284,1.855,29.695,24,Time1,369,High,Montipora_capitata,TF,3.3,6,,CD
4/14/17,3383,3.368,29.493,24,Time1,356,High,Pavona_varians,TF,5,6,,C1
4/14/17,3473,2.101,29.423,24,Time1,372,High,Montipora_capitata,TF,5.6,6,,C
4/14/17,3474,7.076,29.373,24,Time1,360,High,Pavona_varians,TF,2,6,,C27
4/14/17,3486,5.856,29.517,24,Time1,306,High,Pocillopora_acuta,TF,6.1,6,,CCC
4/14/17,3487,3.97,29.234,24,Time1,303,High,Pocillopora_acuta,TF,4.9,6,,CCC
4/14/17,3516,1.703,29.407,24,Time1,309,High,Pocillopora_acuta,TF,5.5,6,,C42
4/14/17,N55,6.466,29.771,24,Time1,318,High,Porites_compressa,TF,2.1,6,,C15n
4/14/17,226,4.388,29.238,23,Time1,324,High,Porites_compressa,T1,0.8,7,,C15n
4/14/17,670,2.159,29.776,23,Time1,371,High,Montipora_capitata,T1,3.4,7,,C
4/14/17,1388,4.16,29.545,23,Time1,370,High,Montipora_capitata,T1,3.7,7,,C
4/14/17,1441,8.655,29.443,23,Time1,325,High,Pavona_varians,T1,2.6,7,,C1
4/14/17,1943,15.949,29.644,23,Time1,358,High,Pavona_varians,T1,4.8,7,,C1
4/14/17,3512,3.49,29.716,23,Time1,310,High,Pocillopora_acuta,T1,4,7,,CCC
4/14/17,473,3.164,29.177,23,Time1,305,High,Pocillopora_acuta,TF,6.1,7,,C42
4/14/17,775,5.554,29.203,23,Time1,361,High,Pavona_varians,TF,6.8,7,,C1
4/14/17,1502,5.257,29.851,23,Time1,322,High,Porites_compressa,TF,1.5,7,,C15cj
4/14/17,2663,16.329,29.991,23,Time1,355,High,Pavona_varians,TF,3.8,7,,C27
4/14/17,2879,5.881,29.58,23,Time1,301,High,Pocillopora_acuta,TF,4.9,7,,CCC
4/14/17,2948,13.958,29.358,23,Time1,351,High,Pavona_varians,TF,4.6,7,,C27
4/14/17,3422,7.566,29.922,23,Time1,373,High,Montipora_capitata,TF,5.3,7,,C
4/14/17,3467,4.38,29.813,23,Time1,323,High,Porites_compressa,TF,1,7,,C15n
4/14/17,3481,3.231,29.272,23,Time1,312,High,Pocillopora_acuta,TF,5.8,7,,CCC
4/14/17,3485,5.675,29.145,23,Time1,320,High,Porites_compressa,TF,0.8,7,,C15cj
4/14/17,3489,3.51,29.889,23,Time1,307,High,Pocillopora_acuta,TF,4.9,7,,C42
4/14/17,3491,3.922,29.466,23,Time1,321,High,Porites_compressa,TF,1.3,7,,C15cj
4/14/17,N212,1.919,29.897,23,Time1,374,High,Montipora_capitata,TF,3.2,7,,CD
4/15/17,761,24.96,27.661,24,Time1,355,Ambient,Pavona_varians,T1,3.8,1,,C27
4/15/17,785,6.405,27.677,24,Time1,302,Ambient,Pocillopora_acuta,T1,4.6,1,,CCC
4/15/17,797,4.82,27.394,24,Time1,365,Ambient,Montipora_capitata,T1,6.7,1,,CD
4/15/17,1254,11.059,27.316,24,Time1,362,Ambient,Pavona_varians,T1,6,1,,C27
4/15/17,1895,6.707,27.523,24,Time1,312,Ambient,Pocillopora_acuta,T1,5.8,1,,CCC
4/15/17,2286,4.525,27.573,24,Time1,315,Ambient,Porites_compressa,T1,2.5,1,,C15n
4/15/17,2424,24.188,27.614,24,Time1,351,Ambient,Pavona_varians,T1,4.6,1,,C27
4/15/17,N117,5.117,27.335,24,Time1,319,Ambient,Porites_compressa,T1,3.1,1,,C15cj
4/15/17,N161,3.319,27.367,24,Time1,313,Ambient,Porites_compressa,T1,5.8,1,,C15n
4/15/17,N170,5.102,27.414,24,Time1,307,Ambient,Pocillopora_acuta,T1,4.9,1,,C42
4/15/17,N37,3.318,27.392,24,Time1,322,Ambient,Porites_compressa,T1,1.5,1,,C15cj
4/15/17,N45,2.302,27.452,24,Time1,369,Ambient,Montipora_capitata,T1,3.3,1,,CD
4/15/17,428,4.255,27.497,24,Time1,310,Ambient,Pocillopora_acuta,TF,4,1,,CCC
4/15/17,832,2.313,27.439,24,Time1,360,Ambient,Pavona_varians,TF,2,1,,C27
4/15/17,3081,5.018,27.69,24,Time1,304,Ambient,Pocillopora_acuta,TF,6.4,1,,CCC
4/15/17,3317,1.451,27.342,24,Time1,372,Ambient,Montipora_capitata,TF,5.6,1,,C
4/15/17,N183,2.198,27.573,24,Time1,363,Ambient,Montipora_capitata,TF,5.4,1,,C
4/15/17,N77,5.35,27.331,24,Time1,314,Ambient,Porites_compressa,TF,2.1,1,,C15cj
4/15/17,199,5.524,27.694,25,Time1,317,Ambient,Porites_compressa,T1,2.2,4,,C15cj
4/15/17,284,3.672,27.65,25,Time1,314,Ambient,Porites_compressa,T1,2.1,4,,C15cj
4/15/17,436,8.032,27.636,25,Time1,357,Ambient,Pavona_varians,T1,4.7,4,,C27
4/15/17,1195,3.22,27.541,25,Time1,304,Ambient,Pocillopora_acuta,T1,6.4,4,,CCC
4/15/17,1418,10.237,27.692,25,Time1,325,Ambient,Pavona_varians,T1,2.6,4,,C1
4/15/17,N126,1.18,27.628,25,Time1,366,Ambient,Montipora_capitata,T1,7,4,,CD
4/15/17,N209,6.537,27.708,25,Time1,301,Ambient,Pocillopora_acuta,T1,4.9,4,,CCC
4/15/17,N49,2.733,27.598,25,Time1,372,Ambient,Montipora_capitata,T1,5.6,4,,C
4/15/17,N63,2.325,27.602,25,Time1,364,Ambient,Montipora_capitata,T1,6,4,,CD
4/15/17,N89,3.534,27.623,25,Time1,311,Ambient,Pocillopora_acuta,T1,7.3,4,,C42
4/15/17,420,6.193,27.548,25,Time1,354,Ambient,Pavona_varians,TF,4.1,4,,C27
4/15/17,1104,1.696,27.695,25,Time1,365,Ambient,Montipora_capitata,TF,6.7,4,,CD
4/15/17,1279,3.729,27.549,25,Time1,302,Ambient,Pocillopora_acuta,TF,4.6,4,,CCC
4/15/17,1556,5.036,27.544,25,Time1,355,Ambient,Pavona_varians,TF,3.8,4,,C27
4/15/17,N110,2.075,27.579,25,Time1,369,Ambient,Montipora_capitata,TF,3.3,4,,CD
4/15/17,N115,6.173,27.636,25,Time1,322,Ambient,Porites_compressa,TF,1.5,4,,C15cj
4/15/17,N122,3.13,27.609,25,Time1,319,Ambient,Porites_compressa,TF,3.1,4,,C15cj
4/15/17,N189,2.317,27.694,25,Time1,313,Ambient,Porites_compressa,TF,5.8,4,,C15n
4/15/17,N191,4.765,27.591,25,Time1,353,Ambient,Pavona_varians,TF,3.6,4,,C1
4/15/17,249,5.7654,27.311,24,Time1,360,Ambient,Pavona_varians,T1,2,5,,C27
4/15/17,419,6.953,27.484,24,Time1,370,Ambient,Montipora_capitata,T1,3.7,5,,C
4/15/17,650,5.884,27.559,24,Time1,320,Ambient,Porites_compressa,T1,0.8,5,,C15cj
4/15/17,664,9.109,26.634,24,Time1,361,Ambient,Pavona_varians,T1,6.8,5,,C1
4/15/17,848,3.53,27.465,24,Time1,367,Ambient,Montipora_capitata,T1,5.8,5,,C
4/15/17,1443,4.308,27.507,24,Time1,308,Ambient,Pocillopora_acuta,T1,6.7,5,,CCC
4/15/17,1573,2.364,27.358,24,Time1,359,Ambient,Pavona_varians,T1,2,5,,C27
4/15/17,N124,5.072,27.522,24,Time1,318,Ambient,Porites_compressa,T1,2.1,5,,C15n
4/15/17,N149,4.582,27.533,24,Time1,321,Ambient,Porites_compressa,T1,1.3,5,,C15cj
4/15/17,N172,2.083,27.522,24,Time1,374,Ambient,Montipora_capitata,T1,3.2,5,,CD
4/15/17,377,3.076,27.311,24,Time1,373,Ambient,Montipora_capitata,TF,5.3,5,,C
4/15/17,1061,3.418,27.341,24,Time1,301,Ambient,Pocillopora_acuta,TF,4.9,5,,CCC
4/15/17,1688,27.542,27.422,24,Time1,362,Ambient,Pavona_varians,TF,6,5,,C27
4/15/17,3337,4.29,27.261,24,Time1,315,Ambient,Porites_compressa,TF,2.5,5,,C15n
4/15/17,N102,3.334,27.393,24,Time1,311,Ambient,Pocillopora_acuta,TF,7.3,5,,C42
4/15/17,N158,4.704,27.393,24,Time1,307,Ambient,Pocillopora_acuta,TF,4.9,5,,C42
4/15/17,N169,2.073,27.5,24,Time1,305,Ambient,Pocillopora_acuta,TF,6.1,5,,C42
4/15/17,N205,5.289,27.27,24,Time1,320,Ambient,Porites_compressa,TF,0.8,5,,C15cj
4/15/17,N42,3.122,27.421,24,Time1,364,Ambient,Montipora_capitata,TF,6,5,,CD
4/15/17,431,5.042,27.622,25,Time1,306,Ambient,Pocillopora_acuta,T1,6.1,8,,CCC
4/15/17,809,6.689,27.673,25,Time1,323,Ambient,Porites_compressa,T1,1,8,,C15n
4/15/17,1144,5.623,27.524,25,Time1,358,Ambient,Pavona_varians,T1,4.8,8,,C1
4/15/17,N104,3.511,27.636,25,Time1,310,Ambient,Pocillopora_acuta,T1,4,8,,CCC
4/15/17,N192,3.094,27.406,25,Time1,373,Ambient,Montipora_capitata,T1,5.3,8,,C
4/15/17,N197,3.685,27.559,25,Time1,309,Ambient,Pocillopora_acuta,T1,5.5,8,,C42
4/15/17,N222,6.808,27.584,25,Time1,356,Ambient,Pavona_varians,T1,5,8,,C1
4/15/17,N78,3.691,27.706,25,Time1,324,Ambient,Porites_compressa,T1,0.8,8,,C15n
4/15/17,N92,2.238,27.449,25,Time1,368,Ambient,Montipora_capitata,T1,3.7,8,,CD
4/15/17,422,3.284,27.503,25,Time1,357,Ambient,Pavona_varians,TF,4.7,8,,C27
4/15/17,2214,9.71,27.447,25,Time1,351,Ambient,Pavona_varians,TF,4.6,8,,C27
4/15/17,2226,3.753,27.689,25,Time1,312,Ambient,Pocillopora_acuta,TF,5.8,8,,CCC
4/15/17,3164,2.148,27.42,25,Time1,303,Ambient,Pocillopora_acuta,TF,4.9,8,,CCC
4/15/17,3442,5.289,27.4932,25,Time1,318,Ambient,Porites_compressa,TF,2.1,8,,C15n
4/15/17,N105,4.624,27.782,25,Time1,321,Ambient,Porites_compressa,TF,1.3,8,,C15cj
4/15/17,N152,6.577,27.426,25,Time1,374,Ambient,Montipora_capitata,TF,3.2,8,,CD
4/15/17,N208,2.084,27.545,25,Time1,367,Ambient,Montipora_capitata,TF,5.8,8,,C
4/15/17,N211,3.928,27.603,25,Time1,316,Ambient,Porites_compressa,TF,2,8,,C15n
4/15/17,N217,3.822,27.365,25,Time1,361,Ambient,Pavona_varians,TF,6.8,8,,C1
4/15/17,N223,1.75,27.47,25,Time1,371,Ambient,Montipora_capitata,TF,3.4,8,,C
4/15/17,153,5.676,26.75,25,Time1,371,Ambient,Montipora_capitata,T1,3.4,9,,C
4/15/17,3035,2.12,27.105,25,Time1,303,Ambient,Pocillopora_acuta,T1,4.9,9,,CCC
4/15/17,N108,3.309,27.013,25,Time1,353,Ambient,Pavona_varians,T1,3.6,9,,C1
4/15/17,N181,4.263,26.967,25,Time1,316,Ambient,Porites_compressa,T1,2,9,,C15n
4/15/17,N184,1.709,26.916,25,Time1,363,Ambient,Montipora_capitata,T1,5.4,9,,C
4/15/17,N198,3.913,26.016,25,Time1,305,Ambient,Pocillopora_acuta,T1,6.1,9,,C42
4/15/17,403,4.952,27.035,25,Time1,309,Ambient,Pocillopora_acuta,TF,5.5,9,,C42
4/15/17,471,4.62,26.928,25,Time1,356,Ambient,Pavona_varians,TF,5,9,,C1
4/15/17,579,9.505,26.805,25,Time1,323,Ambient,Porites_compressa,TF,1,9,,C15n
4/15/17,779,3.123,27.014,25,Time1,306,Ambient,Pocillopora_acuta,TF,6.1,9,,CCC
4/15/17,955,10.134,26.726,25,Time1,325,Ambient,Pavona_varians,TF,2.6,9,,C1
4/15/17,1037,4.618,26.921,25,Time1,358,Ambient,Pavona_varians,TF,4.8,9,,C1
4/15/17,1226,1.733,26.973,25,Time1,370,Ambient,Montipora_capitata,TF,3.7,9,,C
4/15/17,1736,16.298,26.998,25,Time1,359,Ambient,Pavona_varians,TF,2,9,,C27
4/15/17,N131,7.856,27.003,25,Time1,324,Ambient,Porites_compressa,TF,0.8,9,,C15n
4/15/17,N132,5.307,26.882,25,Time1,308,Ambient,Pocillopora_acuta,TF,6.7,9,,CCC
4/15/17,N96,3.098,26.924,25,Time1,368,Ambient,Montipora_capitata,TF,3.7,9,,CD
4/15/17,N98,6.154,26.903,25,Time1,317,Ambient,Porites_compressa,TF,2.2,9,,C15cj
4/14/17,1133,3.594,29.238,23,Time1,368,High,Montipora_capitata,T1,3.7,11,,CD
4/14/17,2001,6.884,28.188,23,Time1,354,High,Pavona_varians,T1,4.1,11,,C27
4/14/17,2736,3.992,28.368,23,Time1,311,High,Pocillopora_acuta,T1,7.3,11,,C42
4/14/17,3086,2.762,28.237,23,Time1,309,High,Pocillopora_acuta,T1,5.5,11,,C42
4/14/17,3490,3.034,29.342,23,Time1,308,High,Pocillopora_acuta,T1,6.7,11,,CCC
4/14/17,N150,1.622,28.565,23,Time1,364,High,Montipora_capitata,T1,6,11,,CD
4/14/17,335,2.28,29.297,23,Time1,363,High,Montipora_capitata,TF,5.4,11,,C
4/14/17,477,4.591,28.446,23,Time1,310,High,Pocillopora_acuta,TF,4,11,,CCC
4/14/17,1413,15.717,28.439,23,Time1,357,High,Pavona_varians,TF,4.7,11,,C27
4/14/17,1526,7.999,28.674,23,Time1,358,High,Pavona_varians,TF,4.8,11,,C1
4/14/17,1803,4.792,28.392,23,Time1,325,High,Pavona_varians,TF,2.6,11,,C1
4/14/17,2136,12.472,28.402,23,Time1,362,High,Pavona_varians,TF,6,11,,C27
4/14/17,3204,2.56,28.674,23,Time1,370,High,Montipora_capitata,TF,3.7,11,,C
4/14/17,3444,5.137,29.298,23,Time1,315,High,Porites_compressa,TF,2.5,11,,C15n
4/14/17,3471,3.048,28.217,23,Time1,313,High,Porites_compressa,TF,5.8,11,,C15n
4/14/17,3476,8.232,29.155,23,Time1,319,High,Porites_compressa,TF,3.1,11,,C15cj
4/14/17,N138,5.296,28.612,23,Time1,324,High,Porites_compressa,TF,0.8,11,,C15n
5/18/17,634,2.445,25.818,34,Time2,318,High,Porites_compressa,T1,2.1,2,,C15n
5/18/17,619,8.746,25.334,34,Time2,368,High,Montipora_capitata,TF,3.7,2,,CD
5/18/17,1166,3.245,24.934,34,Time2,354,High,Pavona_varians,TF,4.1,2,,C27
5/18/17,1771,2.546,25.802,34,Time2,302,High,Pocillopora_acuta,TF,4.6,2,,CCC
5/18/17,2893,4.538,26.458,34,Time2,311,High,Pocillopora_acuta,TF,7.3,2,,C42
5/18/17,3470,4.086,25.218,34,Time2,364,High,Montipora_capitata,TF,6,2,,CD
5/18/17,3515,2.365,25.347,34,Time2,308,High,Pocillopora_acuta,TF,6.7,2,,CCC
5/18/17,2018,2.378,25.204,34,Time2,365,High,Montipora_capitata,TF,6.7,3,,CD
5/18/17,2328,4.028,26.891,34,Time2,359,High,Pavona_varians,TF,2,3,,C27
5/18/17,2731,8.483,26.093,34,Time2,353,High,Pavona_varians,TF,3.6,3,,C1
5/18/17,3480,3.739,25.21,34,Time2,314,High,Porites_compressa,TF,2.1,3,,C15cj
5/18/17,3484,4.728,26.83,34,Time2,304,High,Pocillopora_acuta,TF,6.4,3,,CCC
5/18/17,3517,5.077,26.554,34,Time2,317,High,Porites_compressa,TF,2.2,3,,C15cj
5/18/17,N141,1.42,26.518,34,Time2,366,High,Montipora_capitata,TF,7,3,,CD
5/18/17,840,1.687,25.84,34,Time2,371,High,Montipora_capitata,TF,3.4,11,,C
5/18/17,1437,3.066,25.824,34,Time2,367,High,Montipora_capitata,TF,5.8,6,,C
5/18/17,2284,2.095,25.103,34,Time2,369,High,Montipora_capitata,TF,3.3,6,,CD
5/18/17,3383,3.297,25.778,34,Time2,356,High,Pavona_varians,TF,5,6,,C1
5/18/17,3473,2.355,26.518,34,Time2,372,High,Montipora_capitata,TF,5.6,6,,C
5/18/17,3474,7.267,25.321,34,Time2,360,High,Pavona_varians,TF,2,6,,C27
5/18/17,3486,5.873,27.096,34,Time2,306,High,Pocillopora_acuta,TF,6.1,6,,CCC
5/18/17,3487,4.017,27.123,34,Time2,303,High,Pocillopora_acuta,TF,4.9,6,,CCC
5/18/17,3516,1.647,26.516,34,Time2,309,High,Pocillopora_acuta,TF,5.5,6,,C42
5/18/17,N55,6.15,25.824,34,Time2,318,High,Porites_compressa,TF,2.1,6,,C15n
5/18/17,473,3.178,25.522,34,Time2,305,High,Pocillopora_acuta,TF,6.1,7,,C42
5/18/17,775,5.506,25.972,34,Time2,361,High,Pavona_varians,TF,6.8,7,,C1
5/18/17,2663,16.713,25.957,34,Time2,355,High,Pavona_varians,TF,3.8,7,,C27
5/18/17,2879,5.972,26.213,34,Time2,301,High,Pocillopora_acuta,TF,4.9,7,,CCC
5/18/17,2948,13.987,25.511,34,Time2,351,High,Pavona_varians,TF,4.6,7,,C27
5/18/17,3422,8.131,25.523,34,Time2,373,High,Montipora_capitata,TF,5.3,7,,C
5/18/17,3467,4.662,25.986,34,Time2,323,High,Porites_compressa,TF,1,7,,C15n
5/18/17,3481,3.241,25.196,34,Time2,312,High,Pocillopora_acuta,TF,5.8,7,,CCC
5/18/17,3485,5.764,26.214,34,Time2,320,High,Porites_compressa,TF,0.8,7,,C15cj
5/18/17,3489,3.543,26.285,34,Time2,307,High,Pocillopora_acuta,TF,4.9,7,,C42
5/18/17,3491,3.891,26.302,34,Time2,321,High,Porites_compressa,TF,1.3,7,,C15cj
5/18/17,N212,2.072,26.335,34,Time2,374,High,Montipora_capitata,TF,3.2,7,,CD
5/18/17,335,2.636,25.825,34,Time2,363,High,Montipora_capitata,TF,5.4,11,,C
5/18/17,477,4.712,25.585,34,Time2,310,High,Pocillopora_acuta,TF,4,11,,CCC
5/18/17,972,3.848,25.343,34,Time2,316,High,Porites_compressa,TF,2,11,,C15n
5/18/17,1413,15.983,25.381,34,Time2,357,High,Pavona_varians,TF,4.7,11,,C27
5/18/17,1526,8.237,25.857,34,Time2,358,High,Pavona_varians,TF,4.8,11,,C1
5/18/17,1803,5.103,25.141,34,Time2,325,High,Pavona_varians,TF,2.6,11,,C1
5/18/17,2136,12.575,25.677,34,Time2,362,High,Pavona_varians,TF,6,11,,C27
5/18/17,3204,2.904,25.677,34,Time2,370,High,Montipora_capitata,TF,3.7,11,,C
5/18/17,3444,5.41,25.636,34,Time2,315,High,Porites_compressa,TF,2.5,11,,C15n
5/18/17,3471,3.135,25.773,34,Time2,313,High,Porites_compressa,TF,5.8,11,,C15n
5/18/17,3476,8.012,25.78,34,Time2,319,High,Porites_compressa,TF,3.1,11,,C15cj
5/19/17,797,3.204,25.041,34,Time2,365,Ambient,Montipora_capitata,T1,6.7,1,,CD
5/19/17,428,4.261,25.282,34,Time2,310,Ambient,Pocillopora_acuta,TF,4,1,,CCC
5/19/17,832,2.576,25.756,34,Time2,360,Ambient,Pavona_varians,TF,2,1,,C27
5/19/17,3081,5.345,25.35,34,Time2,304,Ambient,Pocillopora_acuta,TF,6.4,1,,CCC
5/19/17,3317,1.594,25.825,34,Time2,372,Ambient,Montipora_capitata,TF,5.6,1,,C
5/19/17,N183,2.546,25,34,Time2,363,Ambient,Montipora_capitata,TF,5.4,1,,C
5/19/17,N77,5.935,24.836,34,Time2,314,Ambient,Porites_compressa,TF,2.1,1,,C15cj
5/19/17,N49,3.345,26.882,34,Time2,372,Ambient,Montipora_capitata,T1,5.6,4,,C
5/19/17,420,6.795,26.779,34,Time2,354,Ambient,Pavona_varians,TF,4.1,4,,C27
5/19/17,1104,1.841,26.758,34,Time2,365,Ambient,Montipora_capitata,TF,6.7,4,,CD
5/19/17,1279,3.975,26.364,34,Time2,302,Ambient,Pocillopora_acuta,TF,4.6,4,,CCC
5/19/17,1556,5.095,26.734,34,Time2,355,Ambient,Pavona_varians,TF,3.8,4,,C27
5/19/17,N110,2.321,26.833,34,Time2,369,Ambient,Montipora_capitata,TF,3.3,4,,CD
5/19/17,N115,6.565,26.883,34,Time2,322,Ambient,Porites_compressa,TF,1.5,4,,C15cj
5/19/17,N122,3.419,26.384,34,Time2,319,Ambient,Porites_compressa,TF,3.1,4,,C15cj
5/19/17,N189,2.431,26.524,34,Time2,313,Ambient,Porites_compressa,TF,5.8,4,,C15n
5/19/17,N191,4.814,26.747,34,Time2,353,Ambient,Pavona_varians,TF,3.6,4,,C1
5/19/17,1061,3.555,24.526,34,Time2,301,Ambient,Pocillopora_acuta,TF,4.9,5,,CCC
5/19/17,1688,28.353,24.168,34,Time2,362,Ambient,Pavona_varians,TF,6,5,,C27
5/19/17,3337,5.063,26.33,34,Time2,315,Ambient,Porites_compressa,TF,2.5,5,,C15n
5/19/17,N102,3.485,25.794,34,Time2,311,Ambient,Pocillopora_acuta,TF,7.3,5,,C42
5/19/17,N158,4.822,26.727,34,Time2,307,Ambient,Pocillopora_acuta,TF,4.9,5,,C42
5/19/17,N169,2.144,24.498,34,Time2,305,Ambient,Pocillopora_acuta,TF,6.1,5,,C42
5/19/17,N205,5.786,24.155,34,Time2,320,Ambient,Porites_compressa,TF,0.8,5,,C15cj
5/19/17,N42,3.516,25.839,34,Time2,364,Ambient,Montipora_capitata,TF,6,5,,CD
5/19/17,N38,5.684,25.707,34,Time2,371,Ambient,Montipora_capitata,T0,3.4,8,,C
5/19/17,422,3.309,26.244,34,Time2,357,Ambient,Pavona_varians,TF,4.7,8,,C27
5/19/17,2214,9.89,26.7,34,Time2,351,Ambient,Pavona_varians,TF,4.6,8,,C27
5/19/17,2226,3.912,26.425,34,Time2,312,Ambient,Pocillopora_acuta,TF,5.8,8,,CCC
5/19/17,3164,2.142,26.234,34,Time2,303,Ambient,Pocillopora_acuta,TF,4.9,8,,CCC
5/19/17,3442,5.809,26.425,34,Time2,318,Ambient,Porites_compressa,TF,2.1,8,,C15n
5/19/17,N105,4.674,26.739,34,Time2,321,Ambient,Porites_compressa,TF,1.3,8,,C15cj
5/19/17,N152,7.113,26.717,34,Time2,374,Ambient,Montipora_capitata,TF,3.2,8,,CD
5/19/17,N208,2.401,26.26,34,Time2,367,Ambient,Montipora_capitata,TF,5.8,8,,C
5/19/17,N211,4.441,26.341,34,Time2,316,Ambient,Porites_compressa,TF,2,8,,C15n
5/19/17,N217,3.996,26.153,34,Time2,361,Ambient,Pavona_varians,TF,6.8,8,,C1
5/19/17,N223,1.947,26.375,34,Time2,371,Ambient,Montipora_capitata,TF,3.4,8,,C
5/19/17,403,5.65,26.936,34,Time2,309,Ambient,Pocillopora_acuta,TF,5.5,9,,C42
5/19/17,471,4.591,25.06,34,Time2,356,Ambient,Pavona_varians,TF,5,9,,C1
5/19/17,579,10.722,27.121,34,Time2,323,Ambient,Porites_compressa,TF,1,9,,C15n
5/19/17,779,3.204,25.041,34,Time2,306,Ambient,Pocillopora_acuta,TF,6.1,9,,CCC
5/19/17,955,10.822,24.684,34,Time2,325,Ambient,Pavona_varians,TF,2.6,9,,C1
5/19/17,1037,4.724,27.211,34,Time2,358,Ambient,Pavona_varians,TF,4.8,9,,C1
5/19/17,1226,1.95,27.115,34,Time2,370,Ambient,Montipora_capitata,TF,3.7,9,,C
5/19/17,1736,17.206,24.597,34,Time2,359,Ambient,Pavona_varians,TF,2,9,,C27
5/19/17,N131,9.068,24.982,34,Time2,324,Ambient,Porites_compressa,TF,0.8,9,,C15n
5/19/17,N132,5.621,25.38,34,Time2,308,Ambient,Pocillopora_acuta,TF,6.7,9,,CCC
5/19/17,N96,3.479,25.37,34,Time2,368,Ambient,Montipora_capitata,TF,3.7,9,,CD
5/19/17,N98,7.453,25.082,34,Time2,317,Ambient,Porites_compressa,TF,2.2,9,,C15cj
5/19/17,N183,2.038,24.25,34,Time0,363,Ambient,Montipora_capitata,TF,5.4,1,,C
