Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
27-Apr-17,8,,N223,,525,1420,630,
27-Apr-17,8,,N217,,336,807,583,
27-Apr-17,7,,N212,,304,895,660,
27-Apr-17,8,,N211,,1008,2604,612,
27-Apr-17,8,,N208,,259,733,646,
27-Apr-17,5,,N205,,1024,2607,607,
27-Apr-17,4,,N191,,369,674,452,
27-Apr-17,4,,N189,,736,1794,589,
27-Apr-17,1,,N183,,460,1278,640,
27-Apr-17,5,,N169,,145,463,686,
27-Apr-17,5,,N158,,127,408,688,
27-Apr-17,8,,N152,,549,1535,642,
27-Apr-17,3,,N141,,166,449,630,
27-Apr-17,11,,N138,,731,1779,589,
27-Apr-17,9,,N132,,145,432,664,
27-Apr-17,9,,N131,,852,2225,616,
27-Apr-17,9,,N127,,364,842,567,
27-Apr-17,4,,N122,,791,1988,602,
27-Apr-17,4,,N115,,977,2117,538,
27-Apr-17,4,,N110,,394,1242,682,
27-Apr-17,8,,N105,,632,1527,586,
27-Apr-17,5,,N102,,171,471,636,
27-Apr-17,9,,N98,,858,2478,653,
27-Apr-17,9,,N96,,580,1549,625,
27-Apr-17,1,,N77,,850,1766,518,
27-Apr-17,6,,N55,,435,1045,583,
27-Apr-17,4,,N49,,304,922,670,
27-Apr-17,5,,N42,,496,1509,671,
27-Apr-17,1,,428,19:27,159,491,676,
27-Apr-17,2,,238,,237,472,497,
27-Apr-17,1,,244,,442,925,522,
27-Apr-17,11,,335,,296,1048,717,
27-Apr-17,5,,377,,541,1738,688,
27-Apr-17,9,,403,,300,916,672,
27-Apr-17,5,,417,,594,1213,510,
27-Apr-17,4,,420,,387,848,543,
27-Apr-17,8,,422,,578,1263,542,
27-Apr-17,6,,925,,762,1804,577,
27-Apr-17,9,,471,,530,1060,500,
27-Apr-17,7,,473,,NA,NA,NA,
27-Apr-17,11,,477,,NA,NA,NA,
27-Apr-17,5,,478,,139,433,678,
27-Apr-17,7,,508,,326,791,587,
27-Apr-17,9,,579,,943,2205,572,
27-Apr-17,3,,617,,NA,NA,NA,
27-Apr-17,2,,619,,624,1819,656,
27-Apr-17,4,,626,,677,1578,570,
27-Apr-17,2,,634,19:31,279,697,599,
27-Apr-17,5,,657,,477,1417,663,
27-Apr-17,1,,697,,530,1373,613,
27-Apr-17,8,,706,,129,358,639,
27-Apr-17,5,,766,,922,2303,599,
27-Apr-17,7,,775,,474,876,458,
27-Apr-17,9,,779,,89,261,659,
27-Apr-17,4,,828,,595,1129,472,
27-Apr-17,1,,832,,560,1255,553,
27-Apr-17,11,,840,,344,800,570,
27-Apr-17,6,,881,,305,866,647,
27-Apr-17,8,,907,,729,1437,492,
27-Apr-17,9,,955,,671,1492,550,
27-Apr-17,4,,965,,439,1298,651,
27-Apr-17,11,,472,,639,1225,478,
27-Apr-17,9,,982,,631,1434,559,
27-Apr-17,11,,1008,,264,430,386,
27-Apr-17,6,,1013,,NA,NA,NA,
27-Apr-17,9,,1037,,345,767,550,
27-Apr-17,5,,1061,,133,401,668,
27-Apr-17,4,,1104,,403,1150,649,
27-Apr-17,7,,1107,,NA,NA,NA,
27-Apr-17,2,,1166,,128,129,7,
27-Apr-17,4,,1195,19:45,168,426,605,
27-Apr-17,9,,1226,,262,759,654,
27-Apr-17,9,,1240,,471,937,493,
27-Apr-17,4,,1279,,143,479,701,
27-Apr-17,2,,1284,,NA,NA,NA,
27-Apr-17,4,,1330,,92,315,703,
27-Apr-17,1,,1412,,138,425,675,
27-Apr-17,11,,1413,,581,1479,607,
27-Apr-17,6,,1437,,205,548,625,
27-Apr-17,11,,1526,,338,808,581,
27-Apr-17,8,,1533,,452,1151,607,
27-Apr-17,1,,1537,,719,1975,616,
27-Apr-17,4,,1556,,485,1457,667,
27-Apr-17,3,,1502,,277,566,510,
27-Apr-17,5,,1688,,554,1517,634,
27-Apr-17,9,,1736,,699,1867,668,light/dark
27-Apr-17,2,,1771,,NA,NA,NA,
27-Apr-17,11,,1803,,475,1416,664,
27-Apr-17,7,,1929,,494,835,408,
27-Apr-17,3,,2018,,192,448,571,
27-Apr-17,11,,2136,,480,1296,629,LIGHT/DARK
27-Apr-17,8,,2214,,667,1420,530,
27-Apr-17,8,,2226,,35,435,689,
27-Apr-17,6,,2284,,452,131,655,
27-Apr-17,3,,2328,,395,716,448,
27-Apr-17,2,,2401,,258,614,579,
27-Apr-17,8,,2478,,463,1161,601,
