Frag.ID,C27-C3-C21-C27a,C15-C15ci-C15n-C15cj-C15cc-C15cl-C15l,C15-C15ci-C15cj-C15cm-C15ch-C15n-C15ck,C31-C17d-C31.1-C31a-C21-C17e-C21ac,C1d/C42.2/C1-C1k-C1b,C1d/C42.2/C1,C31/C17d-C21-C31.9-C31h-C31i-C21ac,C1/C1b-C1u-C3-C1bo,C42.2/C1-C1b-C3-C1au,C31/C17d-C21-C21ac-C31a-C17e-C31.9-C17f,C1/C3-C1c-C1b-C72k-C42.2,C17d/C31-C21-C21ac-C17e-C17f-C31.9,C31-C17d-C21-C31a-C21ac-C31g,C1d-C1df-C42.2-C1,C31-C17d-C21-C21ac-C31.1-C31a,C1/C3-C1c-C1b-C1w-C42.2,C1d-C42.2-C1ag-C1k-C42ax-C42ay-C1,C1/C1c-C1b-C1al-C72k,C1/C1d/C42.2/C3-C1b-C3cg-C45c-C115k-C1au-C41p,C15-C15n,C1/C3,C15/C1/C3/C1b,C31/C17d-C31.1,C31/C17d,C1d/C31,C15h/C15,C15/C31/C17d-C21-C15cl,C31/C17d-C21-C21ac-C31.9,C1/C42.2/C3cg/C1j-C1b-C3-C1au-C45c-C115k,C15h,D4/D1-D6-D1ab-D17d-D17j-D3h,D4/D1/D6-D1ab-D3h,D1/D4/D6/D1ab
S335,0,0,0,0,0,0,25333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN183,0,0,0,0,0,0,23173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1791,0,0,0,0,0,0,24148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN184,0,0,0,0,0,0,16640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN9,0,0,0,0,0,0,20250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN150,0,0,0,0,0,0,14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9213,0,0
SN42,0,0,0,0,0,0,11509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12112,0,0
SN63,0,0,0,0,0,0,8104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8366,0,0
S1418,0,0,0,0,0,0,0,18872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S471,0,0,0,0,0,0,0,22587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S148,0,0,0,0,0,0,0,21560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1803,0,0,0,0,0,0,0,27214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S955,0,0,0,0,0,0,0,26909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1068,0,0,0,0,0,0,0,19051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1441,0,0,0,0,0,0,0,17432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S914,0,0,0,0,0,0,0,19367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3383,0,0,0,0,0,0,0,7927,0,0,0,0,0,0,0,0,0,0,0,1232,0,0,0,0,0,0,0,0,0,0,0,0,0
SN197,0,0,0,0,0,0,0,0,10324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3086,0,0,0,0,0,0,0,0,25114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN56,0,0,0,0,0,0,0,0,14065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3516,0,0,0,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN87,0,0,0,0,0,0,0,0,8157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN198,0,0,0,0,0,0,0,0,9553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN169,0,0,0,0,0,0,0,0,10887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S314,0,0,0,0,0,0,0,0,8088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S473,0,0,0,0,0,0,0,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S377,0,0,0,0,0,0,0,0,0,25405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN192,0,0,0,0,0,0,0,0,0,20630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3422,0,0,0,0,0,0,0,0,0,25584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3482,0,0,0,0,0,0,0,0,0,15094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN82,0,0,0,0,0,0,0,0,0,19739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S488,0,0,0,0,0,0,0,0,0,0,20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2731,0,0,0,0,0,0,0,0,0,0,19971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1144,0,0,0,0,0,0,0,0,0,0,14754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3246,0,0,0,0,0,0,0,0,0,0,30297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1037,0,0,0,0,0,0,0,0,0,0,22306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN191,0,0,0,0,0,0,0,0,0,0,20753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN35,0,0,0,0,0,0,0,0,0,0,25538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S179,0,0,0,0,0,0,0,0,0,0,0,11716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7475,0,0
SN45,0,0,0,0,0,0,0,0,0,0,0,12884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8309,0,0
SN110,0,0,0,0,0,0,0,0,0,0,0,20378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13692,0,0
SN141,0,0,0,0,0,0,0,0,0,0,0,5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18270,0
SN127,0,0,0,0,0,0,0,0,0,0,0,5040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16524,0
SN84,0,0,0,0,0,0,0,0,0,5675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14533,0
SN126,0,0,0,0,0,0,0,0,0,6292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13314,0
S3317,0,0,0,0,0,0,0,0,0,0,0,0,24398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3472,0,0,0,0,0,0,0,0,0,0,0,0,15061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN49b,0,0,0,0,0,0,0,0,0,0,0,0,17160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN21,0,0,0,0,0,0,0,0,0,0,0,0,26252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3473,0,0,0,0,0,0,0,0,0,0,0,0,24923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3149,0,0,0,0,0,0,0,0,0,0,0,0,20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3149b,0,0,0,0,0,0,0,0,0,0,0,0,13056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2142,0,0,0,0,0,0,0,0,0,0,0,0,0,16194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1771,0,0,0,0,0,0,0,0,0,0,0,0,0,22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1279,0,0,0,0,0,0,0,0,0,0,0,0,0,25427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S785,0,0,0,0,0,0,0,0,0,0,0,0,0,26449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN109,0,0,0,0,0,0,0,0,0,0,0,0,0,25103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3477a,0,0,0,0,0,0,0,0,0,0,0,0,0,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3725,0,0
S1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6851,0,0
SN92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5294,0,0
SN72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5760,0,0
SN96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15362,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,8550,0,0
SN217b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S775b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN198b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0
S3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8626,0,0,0,0,0,0,0,0,0,0,0
S1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,0,0,0,0,0,0,0,0,0
S1388a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5808,0,0,0,0,0,0,0,0,0,0
S1388b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0
SN192b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2176,0,0,0,0,0
S403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13749,0,0,0,0
S3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SN209b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3477b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S3484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S1110B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
