Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
22-Mar-17,7,B2,2948,19:45,501,1263,603,
22-Mar-17,7,B3,1502,,283,787,640,
22-Mar-17,7,B4,1943,,357,811,559,
22-Mar-17,7,B5,3489,,120,473,746,
22-Mar-17,7,C1,3485,,586,1896,690,
22-Mar-17,7,C2,3481,,88,333,735,
22-Mar-17,7,C3,3422,,561,1677,665,
22-Mar-17,7,C4,3467,,694,1731,599,
22-Mar-17,7,C5,775,,550,1325,584,
22-Mar-17,7,D1,1441,,605,1637,630,
22-Mar-17,7,D2,N212,,354,990,642,
22-Mar-17,7,D3,3512,,143,546,738,
22-Mar-17,7,D4,670,,216,715,697,
22-Mar-17,7,D5,226,,572,1673,658,
22-Mar-17,7,E1,2879,,188,668,718,
22-Mar-17,7,E2,3491,,437,1324,669,
22-Mar-17,7,E3,2663,,465,1437,676,
22-Mar-17,7,E4,473,,169,645,737,
22-Mar-17,7,E5,1388,,380,1226,690,
22-Mar-17,7,F1,1107,,260,898,710,
22-Mar-17,7,F2,2730,,242,756,679,
22-Mar-17,7,F3,508,,409,1353,697,
22-Mar-17,7,F4,1929,,701,2216,683,
22-Mar-17,11,B1,335,19:31,218,273,201,
22-Mar-17,11,B2,3086,,129,485,734,
22-Mar-17,11,B3,3476,,560,1396,598,
22-Mar-17,11,B4,1526,,518,1556,667,
22-Mar-17,11,B5,972,,750,2188,657,
22-Mar-17,11,C1,3471,,692,2149,677,
22-Mar-17,11,C2,2001,,352,1059,667,
22-Mar-17,11,C3,1133,,283,995,715,
22-Mar-17,11,C5,2136,,570,1324,569,
22-Mar-17,11,D1,1803,,473,1176,597,
22-Mar-17,11,D2,N150,,296,930,681,
22-Mar-17,11,D3,477,,135,529,744,
22-Mar-17,11,D4,840,,381,1252,695,
22-Mar-17,11,D5,2736,,211,896,764,
22-Mar-17,11,E1,3490,,115,488,764,
22-Mar-17,11,E2,3444,,596,1627,633,
22-Mar-17,11,E3,1413,,739,1901,611,
22-Mar-17,11,E4,N138,,675,1994,661,
22-Mar-17,11,E5,3204,,300,989,696,
22-Mar-17,11,F1,3224,,369,1180,687,
22-Mar-17,11,F2,2683,,310,1341,768,
22-Mar-17,11,F3,1008,,385,1003,616,
22-Mar-17,2,B1,3246,20:01,433,1132,617,
22-Mar-17,2,B2,3085,,137,473,710,
22-Mar-17,2,B3,634,,419,1059,604,
22-Mar-17,2,B4,3137,,627,1707,632,
22-Mar-17,2,B5,179,,379,1259,698,
22-Mar-17,2,C1,3470,,282,862,672,
22-Mar-17,2,C2,2285,,264,691,617,
22-Mar-17,2,C3,1526,,483,1234,608,
22-Mar-17,2,C4,619,,486,1586,693,
22-Mar-17,2,C5,3513,,124,501,752,
22-Mar-17,2,D1,1771,,126,490,742,
22-Mar-17,2,D2,3340,,608,826,667,
22-Mar-17,2,D3,N190,,345,1123,692,
22-Mar-17,2,D4,2893,,150,595,747,
22-Mar-17,2,D5,1857,,438,1244,647,
22-Mar-17,2,E1,3514,,661,1964,663,
22-Mar-17,2,E2,1166,,461,1231,625,
22-Mar-17,2,E3,3515,,54,238,773,
22-Mar-17,2,E5,N134,,816,1240,660,
22-Mar-17,2,F1,1284,,166,531,687,
22-Mar-17,2,F3,2401,,817,2308,646,
22-Mar-17,2,F4,238,,648,1884,656,
22-Mar-17,3,B1,2142,9:45,102,373,726,
