Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
4-May-17,5,E2,1061,,156,479,674,
4-May-17,4,E1,1104,,308,847,636,
4-May-17,7,B3,1107,,55,189,708,
4-May-17,2,D2,1166,,44,66,333,
4-May-17,4,B2,1195,,165,450,633,
4-May-17,9,E2,1226,,186,527,647,
4-May-17,9,D3,1240,,39,1369,533,
4-May-17,4,A3,1279,,179,580,691,
4-May-17,2,C2,1284,,27,94,712,
4-May-17,4,D1,1330,,91,296,692,
4-May-17,1,A2,1412,,147,423,652,
4-May-17,11,B2,1413,,754,2014,625,DARK/LIGHT
4-May-17,6,B1,1437,,160,432,629,
4-May-17,3,D1,1502,,537,497,551,
4-May-17,11,C2,1526,,243,579,592,
4-May-17,8,E3,1533,,489,1430,658,
4-May-17,1,A3,1537,,473,1200,605,
4-May-17,4,D2,1556,,523,1436,635,
4-May-17,5,D2,1688,,855,2610,672,DARKLIGHT
4-May-17,9,B3,1736,,617,1958,684,DARK/LIGHT
4-May-17,2,A1,1771,20:30,NA,NA,NA,
4-May-17,11,E3,1803,,535,1727,690,
4-May-17,7,E2,1929,,670,1947,655,DARKLIGHT
4-May-17,3,C2,2018,,287,746,615,
4-May-17,11,E1,2136,,642,2064,688,
4-May-17,8,E1,2214,,857,1692,493,
4-May-17,8,D2,2226,,144,470,693,
4-May-17,6,B2,2284,,431,1335,677,
4-May-17,3,B3,2328,,335,956,649,
4-May-17,2,C3,2401,,597,1505,603,
4-May-17,8,F2,2478,,533,1172,545,
4-May-17,7,E1,2663,,598,1856,677,DARKLIGHT
4-May-17,11,C1,2683,,237,482,508,
4-May-17,5,E1,2730,,399,1344,703,
4-May-17,3,D2,2731,,352,790,554,
4-May-17,7,D3,2879,,27,102,735,
4-May-17,2,B2,2893,,NA,NA,NA,
4-May-17,7,B2,2948,,489,1155,578,
4-May-17,1,B2,3081,,150,459,673,
4-May-17,3,B2,3116,,31,99,686,
4-May-17,9,D2,3149,,366,932,607,
4-May-17,8,A2,3164,,116,509,673,
4-May-17,11,D3,3204,,277,36,668,DARK/LIGHT
4-May-17,11,A3,3224,,393,1186,668,
4-May-17,2,A2,3289,,798,2179,633,
4-May-17,1,B3,3317,,222,720,691,
4-May-17,8,C2,3323,,796,2276,650,
4-May-17,5,A2,3337,,1068,1919,443,
4-May-17,3,C3,3357,,508,1212,580,
4-May-17,6,C2,3383,,355,629,435,
4-May-17,7,A1,3422,20:36,414,1259,671,
4-May-17,8,A3,3442,,802,2167,629,
4-May-17,11,A2,3444,,422,1021,586,
4-May-17,7,A2,3467,,1073,2328,539,
4-May-17,2,A3,3470,,241,748,677,
4-May-17,11,D1,3471,,512,1195,571,
4-May-17,6,C3,3473,,303,915,668,
4-May-17,6,A3,3474,,590,1877,685,DARKLIGHT
4-May-17,11,E2,3476,,46,78,410,DARK/LIGHT
4-May-17,3,B1,3480,,404,787,486,
4-May-17,7,E3,3481,,29,105,723,MOSTLY DEAD
4-May-17,3,C1,3484,,13,53,754,
4-May-17,7,C2,3485,,589,1310,550,
4-May-17,6,A1,3486,20:08,101,332,695,
4-May-17,6,D3,3487,,27,107,747,
4-May-17,7,C1,3489,,93,296,685,
4-May-17,7,B1,3491,,349,532,343,
4-May-17,2,C1,3515,,27,106,745,
4-May-17,6,C1,3516,,NA,NA,NA,
4-May-17,3,A2,3517,,731,1949,624,
4-May-17,8,C1,3675,,97,303,679,
