Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
11-May-17,7,D3,3491,,277,448,381,
11-May-17,9,B3,1240,,751,1452,482,
11-May-17,6,D3,3383,,295,584,494,
11-May-17,8,A3,907,,636,1274,500,
11-May-17,4,D3,828,,381,776,509,
11-May-17,3,A2,3357,,355,729,513,
11-May-17,11,D2,1008,,215,444,515,
11-May-17,8,F1,422,,445,930,521,
11-May-17,9,A3,471,,546,1126,529,
11-May-17,11,A3,3476,,46,98,530,
11-May-17,4,B3,N115,,976,2094,533,
11-May-17,1,A2,832,,400,877,543,
11-May-17,8,C1,2487,,480,1055,545,
11-May-17,1,C3,249,,318,701,546,
11-May-17,4,C1,420,,369,808,548,
11-May-17,9,C1,955,,482,1068,548,
11-May-17,11,C3,2683,,506,1120,548,
11-May-17,7,E3,3481,,113,250,548,
11-May-17,4,E3,N191,,479,1055,549,
11-May-17,2,A2,238,,486,1093,555,
11-May-17,2,C3,2401,,722,1626,555,
11-May-17,11,A1,972,19:59,806,1828,559,
11-May-17,7,C2,775,,509,1164,562,
11-May-17,7,D1,3467,,832,1919,566,
11-May-17,5,C1,417,,601,1388,567,
11-May-17,3,A3,1502,,769,1789,570,
11-May-17,3,C1,3480,,256,602,574,
11-May-17,9,F1,1037,,524,1246,579,
11-May-17,1,D1,1537,,932,2220,580,
11-May-17,4,D2,N122,,984,2371,584,
11-May-17,9,A1,N131,19:42,1121,2702,585,
11-May-17,4,C2,626,,455,1097,585,
11-May-17,3,C2,2328,,404,979,587,
11-May-17,1,A3,N77,,556,1351,588,
11-May-17,8,C2,N105,,872,2127,590,
11-May-17,5,B1,N205,,750,1838,591,
11-May-17,9,B1,N127,,422,1032,591,
11-May-17,8,E1,3442,,702,1733,594,
11-May-17,3,B3,2731,,244,605,596,
11-May-17,11,E1,3471,,592,1470,597,
11-May-17,4,A3,N189,20:14,697,1734,598,
11-May-17,11,E2,N138,,766,1914,599,
11-May-17,9,B2,579,,1173,2945,601,
11-May-17,11,F1,1526,,566,1419,601,
11-May-17,5,D3,766,,861,2199,608,
11-May-17,11,B2,3444,,746,1928,613,
11-May-17,2,B1,634,,285,739,614,
11-May-17,8,A1,3323,20:34,932,2416,614,
11-May-17,8,B3,N217,,301,786,617,
11-May-17,8,E3,2214,,1071,2084,618,
11-May-17,7,E2,508,,742,1956,620,
11-May-17,11,C2,840,,211,559,622,
11-May-17,7,A2,2948,,467,1236,622,
11-May-17,1,B3,697,,647,1726,625,
11-May-17,6,B1,881,,327,887,631,
