Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
11-May-17,7,A1,3485,19:30,519,1411,632,
11-May-17,5,D1,3337,,574,1565,633,
11-May-17,9,C2,N98,,821,2248,634,
11-May-17,6,D2,N55,,284,785,638,
11-May-17,9,E1,982,,678,1879,639,
11-May-17,4,A2,1104,,368,1027,641,
11-May-17,11,E3,1413,,529,1487,644,
11-May-17,8,D1,N211,,565,1600,646,
11-May-17,5,B2,1688,,643,1847,651,
11-May-17,3,B2,N141,,334,968,654,
11-May-17,8,C3,N223,,246,714,655,
11-May-17,9,A2,N96,,451,1318,657,
11-May-17,6,C1,425,,660,1931,658,
11-May-17,3,C3,3517,,655,1948,663,
11-May-17,7,B2,2663,,653,1949,664,
11-May-17,5,E2,657,,441,1325,667,
11-May-17,4,E1,965,,444,1336,667,
11-May-17,2,D2,3289,,771,2316,667,
11-May-17,8,B2,1533,,546,1657,670,
11-May-17,2,A3,619,,535,1641,673,
11-May-17,4,A1,1556,,583,1783,673,
11-May-17,7,C1,1929,,525,1613,674,
11-May-17,9,D3,1736,,592,1825,675,
11-May-17,11,C1,1803,,567,1776,680,
11-May-17,11,B1,2136,,389,1217,680,
11-May-17,6,A3,3473,,293,919,681,
11-May-17,11,D1,335,,421,1327,682,
11-May-17,11,B3,3204,,359,1136,683,
11-May-17,11,D3,3224,,209,669,687,
11-May-17,9,E3,1226,,233,750,689,
11-May-17,6,A1,1437,,145,469,690,
11-May-17,3,D2,2018,,352,1136,690,
11-May-17,6,C3,2284,,445,1440,690,
11-May-17,3,A1,3116,,251,811,690,
11-May-17,5,E1,N42,,409,1342,695,
11-May-17,6,C2,3474,,706,2315,695,
11-May-17,2,C2,3470,,444,1467,697,
11-May-17,4,B2,N110,,380,1276,702,
11-May-17,9,D2,403,,178,598,702,
11-May-17,1,C1,3317,,366,1230,702,
11-May-17,1,B2,N183,,319,1082,705,
11-May-17,8,D3,N152,,338,1153,706,
11-May-17,8,F2,N208,,316,1080,707,
11-May-17,1,A1,3081,20:45,133,461,711,
11-May-17,9,E2,N132,,137,476,712,
11-May-17,2,C1,1284,,60,210,714,
11-May-17,4,D1,1279,,169,595,715,
11-May-17,5,C2,2730,,386,138,721,
11-May-17,1,C2,1412,,115,438,737,
11-May-17,8,D2,3164,,147,562,738,
11-May-17,7,B3,N212,,290,1137,744,
11-May-17,7,D2,1107,,68,266,744,
11-May-17,8,B1,706,,109,431,747,
11-May-17,7,A3,3422,,406,1620,749,
11-May-17,5,A1,N169,20:57,103,416,752,
11-May-17,5,B3,478,,113,463,755,
11-May-17,1,B1,428,,100,410,756,
11-May-17,9,C3,779,,52,215,758,
11-May-17,2,B3,1166,,18,75,760,
11-May-17,5,D2,N102,,114,477,761,
11-May-17,5,A3,1061,,88,389,773,
11-May-17,4,B1,1330,,76,368,793,
11-May-17,6,D1,3486,,71,349,796,
11-May-17,8,E2,2226,,64,327,804,
11-May-17,8,A2,3075,,40,236,830,
11-May-17,5,C3,N158,,49,282,843,
11-May-17,6,B3,1013,,23,195,882,
11-May-17,7,C3,473,,0,0,0,
11-May-17,11,A2,477,,0,0,0,
11-May-17,3,D1,617,,0,0,0,
11-May-17,2,B2,1771,,0,0,0,
11-May-17,7,E1,2879,,0,0,0,
11-May-17,2,A1,2893,,0,0,0,
11-May-17,3,B1,3484,,0,0,0,
11-May-17,6,A2,3487,,0,0,0,
11-May-17,7,B1,3489,,0,0,0,
11-May-17,2,D1,3515,,0,0,0,
11-May-17,6,B2,3516,,0,0,0,
