Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
6-Apr-17,4,A2,436,,649,1461,555,
6-Apr-17,9,F1,471,,508,1300,609,
6-Apr-17,11,D4,472,,1117,2327,579,
6-Apr-17,7,C2,473,,149,338,559,
6-Apr-17,11,A3,477,,122,278,561,
6-Apr-17,5,E1,478,,162,507,680,
6-Apr-17,7,E2,508,,541,1396,612,
6-Apr-17,1,F1,554,,597,1549,614,
6-Apr-17,9,D1,579,,897,2502,641,
6-Apr-17,3,C1,617,,239,434,449,
6-Apr-17,2,B1,619,,244,487,498,
6-Apr-17,4,A3,626,,581,1497,611,
6-Apr-17,2,D4,634,,545,1348,595,
6-Apr-17,5,C2,650,,484,883,451,
6-Apr-17,5,D4,657,,467,1356,655,
6-Apr-17,5,E3,664,,262,815,678,
6-Apr-17,7,D1,670,,406,1102,631,
6-Apr-17,1,C4,697,,527,1400,623,
6-Apr-17,8,F5,706,,174,553,685,
6-Apr-17,9,D2,736,,349,867,597,
6-Apr-17,1,E4,761,,174,441,605,
6-Apr-17,7,A4,766,,na,na,564,
6-Apr-17,7,D3,775,,896,1702,473,
6-Apr-17,9,A2,779,,128,434,705,
6-Apr-17,1,B3,785,,269,893,698,
6-Apr-17,1,C2,797,,299,847,646,
6-Apr-17,8,F4,809,,824,2017,659,
6-Apr-17,4,D3,828,,879,2730,678,
6-Apr-17,1,A4,832,,415,1111,626,
6-Apr-17,11,E4,840,,412,1189,653,
6-Apr-17,5,C1,848,,415,1405,704,
6-Apr-17,6,A3,881,,488,1362,641,
6-Apr-17,8,E2,907,,1028,1788,425,
6-Apr-17,6,A4,925,,669,1177,431,
6-Apr-17,3,A3,946,,758,1897,600,
6-Apr-17,9,C3,955,,878,1866,529,
6-Apr-17,4,E3,965,,270,896,698,
6-Apr-17,9,B2,982,,687,1931,644,
6-Apr-17,11,E1,1008,,888,1924,538,
6-Apr-17,6,A1,1013,21:09,133,390,658,
6-Apr-17,9,B1,1037,,557,1262,558,
6-Apr-17,5,B1,1061,,135,453,701,
6-Apr-17,3,B1,1068,,350,734,523,
6-Apr-17,4,F1,1104,,340,838,594,
6-Apr-17,7,B1,1107,,130,317,589,
6-Apr-17,3,B3,1110,,83,1632,581,
6-Apr-17,8,A4,1122,,450,1029,562,
6-Apr-17,11,C3,1133,,243,662,632,
6-Apr-17,8,D1,1144,,389,961,595,
6-Apr-17,2,E1,1166,,445,876,492,
6-Apr-17,4,B4,1195,,250,658,620,
6-Apr-17,9,F3,1226,,138,484,714,
6-Apr-17,9,E3,1240,,405,848,522,
6-Apr-17,1,B1,1254,,613,1213,494,
6-Apr-17,4,A4,1279,,119,421,717,
6-Apr-17,2,C1,1284,,133,345,614,
6-Apr-17,4,E1,1330,,657,1783,631,
6-Apr-17,7,B4,1388,,386,1029,624,
6-Apr-17,1,F2,1412,,96,293,672,lowsig
6-Apr-17,11,A4,1413,,299,662,548,
6-Apr-17,4,C3,1418,,451,1065,576,
6-Apr-17,6,B1,1437,,251,692,637,
6-Apr-17,7,F2,1441,,708,1404,495,
6-Apr-17,5,D1,1445,,132,436,697,
6-Apr-17,2,D1,1490,,327,764,571,
6-Apr-17,7,C3,1502,,830,1932,570,
6-Apr-17,8,E4,1533,,508,1692,699,
6-Apr-17,1,A3,1537,,729,2069,647,
6-Apr-17,4,D1,1556,,321,760,577,
6-Apr-17,11,E3,1562,,508,1112,543,
6-Apr-17,5,F1,1573,,636,1558,591,
6-Apr-17,5,F3,1688,,217,526,587,
6-Apr-17,2,A3,1771,,148,441,664,
6-Apr-17,6,F2,1791,,422,1111,620,
6-Apr-17,11,D2,1803,,688,1405,510,
6-Apr-17,2,A1,1857,20:12,510,931,452,
6-Apr-17,1,A1,1859,19:44,130,406,679,
6-Apr-17,7,C4,1929,,841,1539,453,
6-Apr-17,7,D2,1943,,740,1229,397,
6-Apr-17,11,C2,2001,,562,1303,568,
6-Apr-17,3,C2,2018,,495,1046,526,
6-Apr-17,11,D3,2136,,678,1028,340,
6-Apr-17,3,E1,2142,,206,614,664,
6-Apr-17,8,B4,2214,,480,1311,633,
6-Apr-17,8,B2,2226,,143,484,704,
6-Apr-17,6,C1,2284,,392,1055,628,
6-Apr-17,2,E3,2285,,316,793,601,
6-Apr-17,1,A2,2286,,613,1761,651,
6-Apr-17,3,E4,2328,,671,1474,544,
6-Apr-17,2,C4,2401,,805,2033,604,
6-Apr-17,3,C4,2402,,116,327,645,
6-Apr-17,1,D4,2424,,572,1361,579,
6-Apr-17,8,C4,2428,,501,1401,642,
6-Apr-17,6,D3,2478,,257,605,375,
6-Apr-17,3,C3,2629,,278,529,474,
6-Apr-17,7,A3,2663,,494,1070,538,
6-Apr-17,11,F1,2683,,395,986,599,
6-Apr-17,5,A3,2730,,470,1414,667,
6-Apr-17,3,F3,2731,,555,1197,536,
6-Apr-17,11,C4,2736,,174,499,651,
6-Apr-17,3,A4,2849,,452,982,539,
6-Apr-17,7,E4,2879,,204,616,668,
6-Apr-17,2,C2,2893,,175,430,593,
6-Apr-17,6,D2,2911,,864,1406,385,
6-Apr-17,3,A1,3025,19:58,142,391,636,
6-Apr-17,9,E2,3035,,157,408,615,
6-Apr-17,6,C2,3059,,179,370,516,
6-Apr-17,9,B3,3075,,98,334,706,
6-Apr-17,1,D3,3081,,165,549,699,
6-Apr-17,2,B3,3085,,161,466,654,
6-Apr-17,11,C1,3086,,147,342,570,
6-Apr-17,3,B2,3116,,233,613,619,
6-Apr-17,2,F2,3137,,518,1054,508,
6-Apr-17,9,A3,3149,,346,1274,728,
6-Apr-17,8,F2,3164,,132,371,644,
6-Apr-17,11,B3,3204,,553,1716,677,
6-Apr-17,11,A2,3224,,510,1420,640,
6-Apr-17,2,F1,3246,,1000,1746,427,
6-Apr-17,6,B3,3289,,732,1961,626,
6-Apr-17,1,C1,3317,,323,972,667,
6-Apr-17,8,C1,3323,,339,890,619,
6-Apr-17,5,B2,3337,,781,2213,647,
6-Apr-17,2,E2,3340,,821,2213,629,
6-Apr-17,3,E2,3357,,642,1635,607,
6-Apr-17,6,F1,3383,,504,1023,507,
6-Apr-17,7,C1,3422,,461,1426,676,
6-Apr-17,8,D3,3442,,652,2146,696,
6-Apr-17,6,E1,3458,,303,887,658,
6-Apr-17,7,B2,3467,,920,2340,606,
6-Apr-17,6,E4,3469,,281,798,647,
6-Apr-17,2,D3,3470,,222,475,532,
6-Apr-17,3,B4,3471,,125,332,623,
6-Apr-17,11,B1,3471,,506,1178,570,
6-Apr-17,3,D2,3472,,309,959,677,
6-Apr-17,6,D4,3473,,437,1110,606,
6-Apr-17,6,B2,3474,,299,682,561,
6-Apr-17,6,E2,3475,,451,1051,570,
6-Apr-17,11,B4,3476,,385,935,588,
6-Apr-17,3,D3,3478,,800,2342,658,
6-Apr-17,3,F1,3479,,285,921,690,
6-Apr-17,3,D4,3480,,930,2578,639,
6-Apr-17,7,A2,3481,,151,388,610,
6-Apr-17,3,A2,3482,,324,951,659,
6-Apr-17,3,E3,3484,,132,371,649,
6-Apr-17,7,D4,3485,,591,1616,634,
6-Apr-17,6,D1,3486,,140,409,657,
6-Apr-17,6,C3,3487,,153,460,667,
6-Apr-17,6,B4,3488,,836,2113,604,
6-Apr-17,7,A1,3489,20:54,172,500,656,
6-Apr-17,11,B2,3490,,129,364,645,
6-Apr-17,7,B3,3491,,672,1334,496,
6-Apr-17,7,E3,3512,,133,396,664,
6-Apr-17,2,E4,3513,,158,432,634,
6-Apr-17,2,A4,3514,,881,2396,632,
6-Apr-17,2,D2,3515,,115,293,601,
6-Apr-17,6,A2,3516,,129,256,496,
6-Apr-17,3,F2,3517,,779,2012,612,
6-Apr-17,7,E1,2948,,875,1629,462,
