Date,Tank,GridLoc,Frag.ID,Time,F0,FM,Yield,Notes
21-Mar-17,3,B2,N141,,317,733,567,
21-Mar-17,3,B3,3517,,730,2052,644,
21-Mar-17,3,B4,3025,,128,465,724,
21-Mar-17,3,B5,1068,,363,975,627,
21-Mar-17,3,C1,3480,,675,1922,648,
21-Mar-17,3,C2,2328,,608,1553,608,
21-Mar-17,3,C3,3479,,324,886,634,
21-Mar-17,3,C4,2731,,601,1358,557,
21-Mar-17,3,C5,3468,,672,2026,668,
21-Mar-17,3,D1,2018,,251,683,632,
21-Mar-17,3,D2,2484,,233,598,610,
21-Mar-17,3,D3,2629,,399,780,488,
21-Mar-17,3,D4,3472,,344,1034,667,
21-Mar-17,3,D5,3477,,103,384,731,
21-Mar-17,3,E1,2849,,305,865,647,
21-Mar-17,3,E2,946,,765,2115,638,
21-Mar-17,3,E3,2402,,122,394,690,
21-Mar-17,3,E4,1110,,717,1788,598,
21-Mar-17,3,E5,3482,,431,1256,656,
21-Mar-17,3,F1,617,,130,472,724,
21-Mar-17,3,F2,3116,,190,555,657,
21-Mar-17,3,F3,3357,,631,1882,664,
21-Mar-17,3,F4,2478,,720,1863,613,
21-Mar-17,6,B1,3469,19:31,438,1189,631,
21-Mar-17,6,B2,3473,,294,554,469,
21-Mar-17,6,B3,3516,,104,322,677,
21-Mar-17,6,B4,2911,,846,1825,536,
21-Mar-17,6,C1,3478,,461,1602,712,
21-Mar-17,6,C2,3486,,104,365,715,
21-Mar-17,6,C3,N157,,840,2470,660,
21-Mar-17,6,C4,1437,,331,1018,674,
21-Mar-17,6,C5,314,,223,827,730,
21-Mar-17,6,D1,N55,,583,1903,693,
21-Mar-17,6,D2,3474,,410,1441,715,
21-Mar-17,6,D3,2284,,330,921,641,
21-Mar-17,6,D4,3475,,553,1564,646,
21-Mar-17,6,D5,3488,,673,2038,669,
21-Mar-17,6,E1,3487,,164,540,696,
21-Mar-17,6,E2,3458,,507,1384,633,
21-Mar-17,6,E3,3383,,329,762,568,
21-Mar-17,6,E4,3059,,101,365,723,
21-Mar-17,6,E5,1791,,234,805,709,
21-Mar-17,6,F1,1013,,114,401,715,
21-Mar-17,6,F2,881,,269,814,669,
21-Mar-17,6,F3,3289,,532,1525,651,
21-Mar-17,6,F4,925,,305,499,618,
21-Mar-17,5,B2,1443,19:57,141,439,678,
21-Mar-17,5,B3,848,,191,593,677,
21-Mar-17,5,B4,3337,,591,1628,636,
21-Mar-17,5,B5,N102,,163,618,736,
21-Mar-17,5,C1,N124,,737,2111,650,
21-Mar-17,5,C2,377,,234,842,722,
21-Mar-17,5,C3,N149,,533,1557,657,
21-Mar-17,5,C4,N172,,489,1337,634,
21-Mar-17,5,C5,664,,370,1064,652,
21-Mar-17,5,D1,419,,436,1281,659,
21-Mar-17,5,D2,1573,,570,1505,621,
21-Mar-17,5,D3,N169,,154,533,711,
21-Mar-17,5,D4,249,,347,820,576,
21-Mar-17,5,D5,N42,,218,711,693,
21-Mar-17,5,E1,1061,,152,559,728,
21-Mar-17,5,E2,650,,666,1834,636,
21-Mar-17,5,E3,1688,,496,1338,629,
21-Mar-17,5,E4,N158,,94,362,740,
21-Mar-17,5,E5,N205,,566,1584,634,
21-Mar-17,5,F1,478,,142,530,732,
21-Mar-17,5,F2,657,,391,1402,721,
21-Mar-17,5,F3,766,,510,1569,674,
21-Mar-17,5,F4,417,,765,1898,596,
21-Mar-17,3,B1,2142,9:45,102,373,726,
