Frag.ID,Rep1,Rep2
N60,7.00305,6.988115
31,7.388136667,7.529198333
3383,0.077023333,0.054453333
3474,7.127065,6.560761667
3517,7.307175,7.501485
1437,0.237076667,0.126281667
N141,5.84942,8.70064
2328,7.363771667,7.762115
N33,0.126526667,0.17121
148,5.511215,8.390676667
3185,7.273958333,7.567251667
1982,0.165236667,0.113985
3491,4.274678333,8.59498
N55,7.264963333,7.696941667
914,0.202053333,0.096075
Blank,0.781675,0.788136667
