"","X","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"228",213,"Otu00102-Pseudoalteromonas","SN96",0,"SN96","sample",368,"Ambient","Montipora_capitata","TF",3.7,9,"CD","","N96","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"229",215,"Otu00102-Pseudoalteromonas","SN150",0,"SN150","sample",364,"High","Montipora_capitata","T1",6,11,"CD","","N150","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"230",219,"Otu00102-Pseudoalteromonas","SN49",0,"SN49","sample",372,"Ambient","Montipora_capitata","T1",5.6,4,"C","","N49","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","differential"
"231",221,"Otu00529-JGI_0000069-P22_ge","S3470",0,"S3470","sample",364,"High","Montipora_capitata","TF",6,2,"CD","","3470","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"232",222,"Otu00529-JGI_0000069-P22_ge","S1437",0,"S1437","sample",367,"High","Montipora_capitata","TF",5.8,6,"C","","1437","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"233",224,"Otu00529-JGI_0000069-P22_ge","S3473",0,"S3473","sample",372,"High","Montipora_capitata","TF",5.6,6,"C","","3473","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"234",225,"Otu00529-JGI_0000069-P22_ge","S1791",0,"S1791","sample",363,"High","Montipora_capitata","T1",5.4,6,"C","","1791","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"235",227,"Otu00529-JGI_0000069-P22_ge","S3472",0,"S3472","sample",372,"High","Montipora_capitata","T1",5.6,3,"C","","3472","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"236",231,"Otu00529-JGI_0000069-P22_ge","S2284",0,"S2284","sample",369,"High","Montipora_capitata","TF",3.3,6,"CD","","2284","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"237",232,"Otu00529-JGI_0000069-P22_ge","S3482",0,"S3482","sample",373,"High","Montipora_capitata","T1",5.3,3,"C","","3482","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"238",233,"Otu00529-JGI_0000069-P22_ge","SN172",0,"SN172","sample",374,"Ambient","Montipora_capitata","T1",3.2,5,"CD","","N172","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"239",234,"Otu00529-JGI_0000069-P22_ge","S1753",0,"S1753","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"240",236,"Otu00529-JGI_0000069-P22_ge","S1133",0,"S1133","sample",368,"High","Montipora_capitata","T1",3.7,11,"CD","","1133","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"241",237,"Otu00529-JGI_0000069-P22_ge","S3204",0,"S3204","sample",370,"High","Montipora_capitata","TF",3.7,11,"C",NA,"3204","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"242",239,"Otu00529-JGI_0000069-P22_ge","SN184",0,"SN184","sample",363,"Ambient","Montipora_capitata","T1",5.4,9,"C","","N184","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"243",240,"Otu00529-JGI_0000069-P22_ge","S1753b",0,"S1753b","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"244",241,"Otu00529-JGI_0000069-P22_ge","SN45",0,"SN45","sample",369,"Ambient","Montipora_capitata","T1",3.3,1,"CD","","N45","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"245",242,"Otu00529-JGI_0000069-P22_ge","S3469",0,"S3469","sample",374,"High","Montipora_capitata","T1",3.2,6,"CD","","3469","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"246",243,"Otu00529-JGI_0000069-P22_ge","S335",0,"S335","sample",363,"High","Montipora_capitata","TF",5.4,11,"C","","335","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"247",244,"Otu00529-JGI_0000069-P22_ge","S419",0,"S419","sample",370,"Ambient","Montipora_capitata","T1",3.7,5,"C","","419","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"248",245,"Otu00529-JGI_0000069-P22_ge","SN190",0,"SN190","sample",366,"High","Montipora_capitata","T1",7,2,"CD","","N190","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"249",246,"Otu00529-JGI_0000069-P22_ge","SN72",0,"SN72","sample",368,"High","Montipora_capitata","T0",3.7,7,"CD","","N72","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"250",247,"Otu00529-JGI_0000069-P22_ge","SN49",0,"SN49","sample",372,"Ambient","Montipora_capitata","T1",5.6,4,"C","","N49","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"251",248,"Otu00529-JGI_0000069-P22_ge","SN150",0,"SN150","sample",364,"High","Montipora_capitata","T1",6,11,"CD","","N150","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"252",249,"Otu00529-JGI_0000069-P22_ge","S3422",0,"S3422","sample",373,"High","Montipora_capitata","TF",5.3,7,"C","","3422","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"253",250,"Otu00529-JGI_0000069-P22_ge","S619",0,"S619","sample",368,"High","Montipora_capitata","TF",3.7,2,"CD","","619","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"254",251,"Otu00529-JGI_0000069-P22_ge","SN192",0,"SN192","sample",373,"Ambient","Montipora_capitata","T1",5.3,8,"C","","N192","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"255",252,"Otu00529-JGI_0000069-P22_ge","SN82",0,"SN82","sample",373,"Ambient","Montipora_capitata","T0",5.3,5,"C","","N82","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"256",253,"Otu00529-JGI_0000069-P22_ge","SN64",0,"SN64","sample",366,"High","Montipora_capitata","T0",7,6,"CD","","N64","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"257",256,"Otu00529-JGI_0000069-P22_ge","S797",0,"S797","sample",365,"Ambient","Montipora_capitata","T1",6.7,1,"CD","","797","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"258",257,"Otu00529-JGI_0000069-P22_ge","SN21",0,"SN21","sample",372,"Ambient","Montipora_capitata","T0",5.6,1,"C","","N21","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"259",258,"Otu00529-JGI_0000069-P22_ge","SN9",0,"SN9","sample",363,"High","Montipora_capitata","T0",5.4,11,"C","","N9","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"260",259,"Otu00529-JGI_0000069-P22_ge","SN33",0,"SN33","sample",364,"High","Montipora_capitata","T0",6,7,"CD","","N33","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"261",260,"Otu00529-JGI_0000069-P22_ge","SN92",0,"SN92","sample",368,"Ambient","Montipora_capitata","T1",3.7,8,"CD","","N92","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"262",261,"Otu00529-JGI_0000069-P22_ge","SN38",0,"SN38","sample",371,"Ambient","Montipora_capitata","T0",3.4,8,"C","","N38","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"263",263,"Otu00529-JGI_0000069-P22_ge","SN96",0,"SN96","sample",368,"Ambient","Montipora_capitata","TF",3.7,9,"CD","","N96","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"264",264,"Otu00529-JGI_0000069-P22_ge","SN94",0,"SN94","sample",367,"High","Montipora_capitata","T0",5.8,2,"C","","N94","Bacteria","Patescibacteria","Gracilibacteria","JGI_0000069-P22","JGI_0000069-P22_fa","differential"
"265",67,"Otu00004-P3OB-42_ge","S419",0.952,"S419","sample",370,"Ambient","Montipora_capitata","T1",3.7,5,"C","","419","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"266",84,"Otu00004-P3OB-42_ge","SN82",0.93,"SN82","sample",373,"Ambient","Montipora_capitata","T0",5.3,5,"C","","N82","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"267",66,"Otu00004-P3OB-42_ge","SN150",0.892666666666667,"SN150","sample",364,"High","Montipora_capitata","T1",6,11,"CD","","N150","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"268",72,"Otu00004-P3OB-42_ge","SN42",0.887333333333333,"SN42","sample",364,"Ambient","Montipora_capitata","TF",6,5,"CD","","N42","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"269",71,"Otu00004-P3OB-42_ge","SN152",0.875,"SN152","sample",374,"Ambient","Montipora_capitata","TF",3.2,8,"CD","","N152","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"270",69,"Otu00004-P3OB-42_ge","S848",0.840333333333333,"S848","sample",367,"Ambient","Montipora_capitata","T1",5.8,5,"C","","848","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"271",47,"Otu00004-P3OB-42_ge","S1437",0.83,"S1437","sample",367,"High","Montipora_capitata","TF",5.8,6,"C","","1437","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"272",65,"Otu00004-P3OB-42_ge","S3479",0.824,"S3479","sample",367,"High","Montipora_capitata","T1",5.8,3,"C","","3479","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"273",57,"Otu00004-P3OB-42_ge","S1753",0.809,"S1753","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"274",49,"Otu00004-P3OB-42_ge","S1753b",0.807,"S1753b","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"275",61,"Otu00004-P3OB-42_ge","SN110",0.804333333333333,"SN110","sample",369,"Ambient","Montipora_capitata","TF",3.3,4,"CD","","N110","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"276",51,"Otu00004-P3OB-42_ge","S2284",0.777333333333333,"S2284","sample",369,"High","Montipora_capitata","TF",3.3,6,"CD","","2284","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"277",55,"Otu00004-P3OB-42_ge","S1226",0.756333333333333,"S1226","sample",370,"Ambient","Montipora_capitata","TF",3.7,9,"C","","1226","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"278",87,"Otu00004-P3OB-42_ge","SN96",0.675333333333333,"SN96","sample",368,"Ambient","Montipora_capitata","TF",3.7,9,"CD","","N96","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"279",54,"Otu00004-P3OB-42_ge","S179",0.672,"S179","sample",369,"High","Montipora_capitata","T1",3.3,2,"CD","","179","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"280",75,"Otu00004-P3OB-42_ge","SN33",0.610666666666667,"SN33","sample",364,"High","Montipora_capitata","T0",6,7,"CD","","N33","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"281",53,"Otu00004-P3OB-42_ge","S3422",0.506,"S3422","sample",373,"High","Montipora_capitata","TF",5.3,7,"C","","3422","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"282",35,"Otu00001-Endozoicomonas","SN64",0.467333333333333,"SN64","sample",366,"High","Montipora_capitata","T0",7,6,"CD","","N64","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"283",30,"Otu00001-Endozoicomonas","SN49",0.445666666666667,"SN49","sample",372,"Ambient","Montipora_capitata","T1",5.6,4,"C","","N49","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"284",62,"Otu00004-P3OB-42_ge","S377",0.436,"S377","sample",373,"Ambient","Montipora_capitata","TF",5.3,5,"C","","377","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"285",45,"Otu00004-P3OB-42_ge","S1104",0.426666666666667,"S1104","sample",365,"Ambient","Montipora_capitata","TF",6.7,4,"CD","","1104","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"286",88,"Otu00004-P3OB-42_ge","SN92",0.413,"SN92","sample",368,"Ambient","Montipora_capitata","T1",3.7,8,"CD","","N92","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"287",77,"Otu00004-P3OB-42_ge","SN45",0.372,"SN45","sample",369,"Ambient","Montipora_capitata","T1",3.3,1,"CD","","N45","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"288",58,"Otu00004-P3OB-42_ge","S3469",0.364666666666667,"S3469","sample",374,"High","Montipora_capitata","T1",3.2,6,"CD","","3469","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"289",46,"Otu00004-P3OB-42_ge","S1791",0.288333333333333,"S1791","sample",363,"High","Montipora_capitata","T1",5.4,6,"C","","1791","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"290",86,"Otu00004-P3OB-42_ge","SN94",0.275333333333333,"SN94","sample",367,"High","Montipora_capitata","T0",5.8,2,"C","","N94","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"291",68,"Otu00004-P3OB-42_ge","S3472",0.229,"S3472","sample",372,"High","Montipora_capitata","T1",5.6,3,"C","","3472","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"292",78,"Otu00004-P3OB-42_ge","SN192",0.173666666666667,"SN192","sample",373,"Ambient","Montipora_capitata","T1",5.3,8,"C","","N192","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"293",81,"Otu00004-P3OB-42_ge","SN184",0.170666666666667,"SN184","sample",363,"Ambient","Montipora_capitata","T1",5.4,9,"C","","N184","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"294",76,"Otu00004-P3OB-42_ge","SN172",0.141666666666667,"SN172","sample",374,"Ambient","Montipora_capitata","T1",3.2,5,"CD","","N172","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"295",102,"Otu00025-Ruegeria","S335",0.138333333333333,"S335","sample",363,"High","Montipora_capitata","TF",5.4,11,"C","","335","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"296",56,"Otu00004-P3OB-42_ge","S3204",0.137666666666667,"S3204","sample",370,"High","Montipora_capitata","TF",3.7,11,"C",NA,"3204","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"297",82,"Otu00004-P3OB-42_ge","SN49",0.0876666666666667,"SN49","sample",372,"Ambient","Montipora_capitata","T1",5.6,4,"C","","N49","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"298",111,"Otu00025-Ruegeria","S3482",0.0756666666666667,"S3482","sample",373,"High","Montipora_capitata","T1",5.3,3,"C","","3482","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"299",117,"Otu00025-Ruegeria","SN172",0.0746666666666667,"SN172","sample",374,"Ambient","Montipora_capitata","T1",3.2,5,"CD","","N172","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"300",64,"Otu00004-P3OB-42_ge","S797",0.071,"S797","sample",365,"Ambient","Montipora_capitata","T1",6.7,1,"CD","","797","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"301",63,"Otu00004-P3OB-42_ge","S3470",0.0653333333333333,"S3470","sample",364,"High","Montipora_capitata","TF",6,2,"CD","","3470","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"302",149,"Otu00092-uncultured","S3473",0.0536666666666667,"S3473","sample",372,"High","Montipora_capitata","TF",5.6,6,"C","","3473","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"303",93,"Otu00025-Ruegeria","S153",0.0453333333333333,"S153","sample",371,"Ambient","Montipora_capitata","T1",3.4,9,"C","","153","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"304",119,"Otu00025-Ruegeria","SN192",0.0443333333333333,"SN192","sample",373,"Ambient","Montipora_capitata","T1",5.3,8,"C","","N192","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"305",104,"Otu00025-Ruegeria","S3470",0.0436666666666667,"S3470","sample",364,"High","Montipora_capitata","TF",6,2,"CD","","3470","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"306",41,"Otu00001-Endozoicomonas","SN38",0.0423333333333333,"SN38","sample",371,"Ambient","Montipora_capitata","T0",3.4,8,"C","","N38","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"307",110,"Otu00025-Ruegeria","S848",0.0413333333333333,"S848","sample",367,"Ambient","Montipora_capitata","T1",5.8,5,"C","","848","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"308",152,"Otu00092-uncultured","S3470",0.0336666666666667,"S3470","sample",364,"High","Montipora_capitata","TF",6,2,"CD","","3470","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"309",105,"Otu00025-Ruegeria","S2284",0.033,"S2284","sample",369,"High","Montipora_capitata","TF",3.3,6,"CD","","2284","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"310",109,"Otu00025-Ruegeria","SN184",0.0326666666666667,"SN184","sample",363,"Ambient","Montipora_capitata","T1",5.4,9,"C","","N184","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"311",137,"Otu00092-uncultured","S335",0.0246666666666667,"S335","sample",363,"High","Montipora_capitata","TF",5.4,11,"C","","335","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"312",157,"Otu00092-uncultured","SN184",0.0236666666666667,"SN184","sample",363,"Ambient","Montipora_capitata","T1",5.4,9,"C","","N184","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"313",8,"Otu00001-Endozoicomonas","S3473",0.023,"S3473","sample",372,"High","Montipora_capitata","TF",5.6,6,"C","","3473","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"314",123,"Otu00025-Ruegeria","SN49",0.0226666666666667,"SN49","sample",372,"Ambient","Montipora_capitata","T1",5.6,4,"C","","N49","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"315",118,"Otu00025-Ruegeria","S797",0.0216666666666667,"S797","sample",365,"Ambient","Montipora_capitata","T1",6.7,1,"CD","","797","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"316",44,"Otu00001-Endozoicomonas","SN9",0.0213333333333333,"SN9","sample",363,"High","Montipora_capitata","T0",5.4,11,"C","","N9","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"317",103,"Otu00025-Ruegeria","S1753b",0.0163333333333333,"S1753b","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"318",59,"Otu00004-P3OB-42_ge","S619",0.016,"S619","sample",368,"High","Montipora_capitata","TF",3.7,2,"CD","","619","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"319",96,"Otu00025-Ruegeria","S3472",0.0156666666666667,"S3472","sample",372,"High","Montipora_capitata","T1",5.6,3,"C","","3472","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"320",6,"Otu00001-Endozoicomonas","S1104",0.0153333333333333,"S1104","sample",365,"Ambient","Montipora_capitata","TF",6.7,4,"CD","","1104","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"321",7,"Otu00001-Endozoicomonas","S1791",0.015,"S1791","sample",363,"High","Montipora_capitata","T1",5.4,6,"C","","1791","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"322",29,"Otu00001-Endozoicomonas","SN184",0.0146666666666667,"SN184","sample",363,"Ambient","Montipora_capitata","T1",5.4,9,"C","","N184","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"323",21,"Otu00001-Endozoicomonas","SN190",0.0126666666666667,"SN190","sample",366,"High","Montipora_capitata","T1",7,2,"CD","","N190","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"324",3,"Otu00001-Endozoicomonas","S1226",0.0123333333333333,"S1226","sample",370,"Ambient","Montipora_capitata","TF",3.7,9,"C","","1226","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"325",131,"Otu00025-Ruegeria","SN45",0.012,"SN45","sample",369,"Ambient","Montipora_capitata","T1",3.3,1,"CD","","N45","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"326",153,"Otu00092-uncultured","S797",0.0113333333333333,"S797","sample",365,"Ambient","Montipora_capitata","T1",6.7,1,"CD","","797","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"327",20,"Otu00001-Endozoicomonas","S619",0.0106666666666667,"S619","sample",368,"High","Montipora_capitata","TF",3.7,2,"CD","","619","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"328",98,"Otu00025-Ruegeria","S1753",0.0106666666666667,"S1753","sample",370,"Ambient","Montipora_capitata","T0",3.7,9,"C","Yes","1753","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"329",188,"Otu00139-uncultured","S3473",0.0106666666666667,"S3473","sample",372,"High","Montipora_capitata","TF",5.6,6,"C","","3473","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","core"
"330",99,"Otu00025-Ruegeria","S3469",0.00933333333333333,"S3469","sample",374,"High","Montipora_capitata","T1",3.2,6,"CD","","3469","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"331",140,"Otu00092-uncultured","S2284",0.00933333333333333,"S2284","sample",369,"High","Montipora_capitata","TF",3.3,6,"CD","","2284","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"332",141,"Otu00092-uncultured","S153",0.00933333333333333,"S153","sample",371,"Ambient","Montipora_capitata","T1",3.4,9,"C","","153","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"333",202,"Otu00139-uncultured","SN64",0.009,"SN64","sample",366,"High","Montipora_capitata","T0",7,6,"CD","","N64","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","core"
"334",154,"Otu00092-uncultured","S3479",0.00866666666666667,"S3479","sample",367,"High","Montipora_capitata","T1",5.8,3,"C","","3479","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"335",2,"Otu00001-Endozoicomonas","S153",0.00733333333333333,"S153","sample",371,"Ambient","Montipora_capitata","T1",3.4,9,"C","","153","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"336",50,"Otu00004-P3OB-42_ge","S1133",0.00733333333333333,"S1133","sample",368,"High","Montipora_capitata","T1",3.7,11,"CD","","1133","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","core"
"337",148,"Otu00092-uncultured","S619",0.00733333333333333,"S619","sample",368,"High","Montipora_capitata","TF",3.7,2,"CD","","619","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"338",166,"Otu00092-uncultured","SN45",0.00733333333333333,"SN45","sample",369,"Ambient","Montipora_capitata","T1",3.3,1,"CD","","N45","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"339",23,"Otu00001-Endozoicomonas","S377",0.00666666666666667,"S377","sample",373,"Ambient","Montipora_capitata","TF",5.3,5,"C","","377","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"340",144,"Otu00092-uncultured","S3472",0.00666666666666667,"S3472","sample",372,"High","Montipora_capitata","T1",5.6,3,"C","","3472","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"341",170,"Otu00092-uncultured","SN92",0.00666666666666667,"SN92","sample",368,"Ambient","Montipora_capitata","T1",3.7,8,"CD","","N92","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"342",127,"Otu00025-Ruegeria","SN94",0.00566666666666667,"SN94","sample",367,"High","Montipora_capitata","T0",5.8,2,"C","","N94","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"343",135,"Otu00092-uncultured","S1791",0.00566666666666667,"S1791","sample",363,"High","Montipora_capitata","T1",5.4,6,"C","","1791","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","core"
"344",201,"Otu00139-uncultured","SN190",0.00566666666666667,"SN190","sample",366,"High","Montipora_capitata","T1",7,2,"CD","","N190","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Cyclobacteriaceae","core"
