"","X","otu_genus","Sample","Abundance","sample_name.1","Type","Parent.ID","Treatment","Species","Time.Point","Depth","Tank.num","Clade","Dups","Frag.ID","Domain","Phylum","Order","Class","Family","top.group"
"114",28,"Otu00001-Endozoicomonas","S436",0.001,"S436","sample",357,"Ambient","Pavona_varians","T1",4.7,4,"C27","","436","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"115",71,"Otu00011-Candidatus_Amoebophilus","S1943",0.001,"S1943","sample",358,"High","Pavona_varians","T1",4.8,7,"C1","","1943","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"116",209,"Otu00104-Hyphomonadaceae_unclassified","S3246",0.001,"S3246","sample",353,"High","Pavona_varians","T1",3.6,2,"C1","","3246","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"117",4,"Otu00001-Endozoicomonas","S1108",0.000666666666666667,"S1108","sample",362,"High","Pavona_varians","T0",6,9,"C27","","1108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"118",25,"Otu00001-Endozoicomonas","S231",0.000666666666666667,"S231","sample",359,"Ambient","Pavona_varians","T0",2,9,"C27","","231","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"119",166,"Otu00096-Rhodobacteraceae_unclassified","S761",0.000666666666666667,"S761","sample",355,"Ambient","Pavona_varians","T1",3.8,1,"C27","","761","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"120",13,"Otu00001-Endozoicomonas","S1254",0.000333333333333333,"S1254","sample",362,"Ambient","Pavona_varians","T1",6,1,"C27","","1254","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"121",30,"Otu00001-Endozoicomonas","S2136",0.000333333333333333,"S2136","sample",362,"High","Pavona_varians","TF",6,11,"C27","","2136","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"122",117,"Otu00096-Rhodobacteraceae_unclassified","S1144",0.000333333333333333,"S1144","sample",358,"Ambient","Pavona_varians","T1",4.8,8,"C1","","1144","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"123",157,"Otu00096-Rhodobacteraceae_unclassified","S3383",0.000333333333333333,"S3383","sample",356,"High","Pavona_varians","TF",5,6,"C1","","3383","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"124",176,"Otu00104-Hyphomonadaceae_unclassified","S1068",0.000333333333333333,"S1068","sample",356,"High","Pavona_varians","T1",5,3,"C1","","1068","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"125",190,"Otu00104-Hyphomonadaceae_unclassified","S2629",0.000333333333333333,"S2629","sample",355,"High","Pavona_varians","T1",3.8,3,"C27","","2629","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"126",3,"Otu00001-Endozoicomonas","S1688",0,"S1688","sample",362,"Ambient","Pavona_varians","TF",6,5,"C27","","1688","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"127",6,"Otu00001-Endozoicomonas","S1144",0,"S1144","sample",358,"Ambient","Pavona_varians","T1",4.8,8,"C1","","1144","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"128",7,"Otu00001-Endozoicomonas","S1857",0,"S1857","sample",362,"High","Pavona_varians","T1",6,2,"C27","","1857","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"129",9,"Otu00001-Endozoicomonas","S1166",0,"S1166","sample",354,"High","Pavona_varians","TF",4.1,2,"C27","","1166","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"130",10,"Otu00001-Endozoicomonas","S1943",0,"S1943","sample",358,"High","Pavona_varians","T1",4.8,7,"C1","","1943","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"131",11,"Otu00001-Endozoicomonas","S2629",0,"S2629","sample",355,"High","Pavona_varians","T1",3.8,3,"C27","","2629","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"132",15,"Otu00001-Endozoicomonas","S263",0,"S263","sample",361,"Ambient","Pavona_varians","T0",6.8,1,"C1","","263","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"133",16,"Otu00001-Endozoicomonas","S1526",0,"S1526","sample",358,"High","Pavona_varians","TF",4.8,11,"C1","","1526","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"134",17,"Otu00001-Endozoicomonas","S1413",0,"S1413","sample",357,"High","Pavona_varians","TF",4.7,11,"C27","","1413","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"135",18,"Otu00001-Endozoicomonas","S2001",0,"S2001","sample",354,"High","Pavona_varians","T1",4.1,11,"C27","","2001","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"136",21,"Otu00001-Endozoicomonas","S1441",0,"S1441","sample",325,"High","Pavona_varians","T1",2.6,7,"C1","","1441","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"137",27,"Otu00001-Endozoicomonas","S2849",0,"S2849","sample",360,"High","Pavona_varians","T1",2,3,"C27","","2849","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"138",32,"Otu00001-Endozoicomonas","S471",0,"S471","sample",356,"Ambient","Pavona_varians","TF",5,9,"C1","","471","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"139",33,"Otu00001-Endozoicomonas","S420",0,"S420","sample",354,"Ambient","Pavona_varians","TF",4.1,4,"C27","","420","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"140",40,"Otu00001-Endozoicomonas","S490",0,"S490","sample",357,"High","Pavona_varians","T1",4.7,2,"C27","","490","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"141",41,"Otu00001-Endozoicomonas","SN191",0,"SN191","sample",353,"Ambient","Pavona_varians","TF",3.6,4,"C1","","N191","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"142",42,"Otu00001-Endozoicomonas","S391",0,"S391","sample",357,"Ambient","Pavona_varians","T0",4.7,9,"C27","","391","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"143",44,"Otu00001-Endozoicomonas","S554",0,"S554","sample",354,"Ambient","Pavona_varians","T1",4.1,1,"C27","","554","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"144",49,"Otu00001-Endozoicomonas","SN222",0,"SN222","sample",356,"Ambient","Pavona_varians","T1",5,8,"C1","","N222","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"145",50,"Otu00001-Endozoicomonas","S832",0,"S832","sample",360,"Ambient","Pavona_varians","TF",2,1,"C27","","832","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"146",51,"Otu00001-Endozoicomonas","S664",0,"S664","sample",361,"Ambient","Pavona_varians","T1",6.8,5,"C1","","664","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"147",52,"Otu00001-Endozoicomonas","SN35",0,"SN35","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"148",54,"Otu00001-Endozoicomonas","S761",0,"S761","sample",355,"Ambient","Pavona_varians","T1",3.8,1,"C27","","761","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"149",55,"Otu00001-Endozoicomonas","SN35b",0,"SN35b","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"150",56,"Otu00001-Endozoicomonas","S775",0,"S775","sample",361,"High","Pavona_varians","TF",6.8,7,"C1","","775","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","core"
"151",62,"Otu00011-Candidatus_Amoebophilus","S148",0,"S148","sample",356,"High","Pavona_varians","T0",5,7,"C1","","148","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"152",64,"Otu00011-Candidatus_Amoebophilus","S1803",0,"S1803","sample",325,"High","Pavona_varians","TF",2.6,11,"C1","","1803","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"153",66,"Otu00011-Candidatus_Amoebophilus","S1144",0,"S1144","sample",358,"Ambient","Pavona_varians","T1",4.8,8,"C1","","1144","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"154",69,"Otu00011-Candidatus_Amoebophilus","S1441",0,"S1441","sample",325,"High","Pavona_varians","T1",2.6,7,"C1","","1441","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"155",70,"Otu00011-Candidatus_Amoebophilus","S1166",0,"S1166","sample",354,"High","Pavona_varians","TF",4.1,2,"C27","","1166","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"156",77,"Otu00011-Candidatus_Amoebophilus","S2328",0,"S2328","sample",359,"High","Pavona_varians","TF",2,3,"C27","","2328","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"157",79,"Otu00011-Candidatus_Amoebophilus","S2001",0,"S2001","sample",354,"High","Pavona_varians","T1",4.1,11,"C27","","2001","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"158",81,"Otu00011-Candidatus_Amoebophilus","S420",0,"S420","sample",354,"Ambient","Pavona_varians","TF",4.1,4,"C27","","420","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"159",86,"Otu00011-Candidatus_Amoebophilus","S3478",0,"S3478","sample",361,"High","Pavona_varians","T1",6.8,6,"C1","","3478","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"160",88,"Otu00011-Candidatus_Amoebophilus","S2849",0,"S2849","sample",360,"High","Pavona_varians","T1",2,3,"C27","","2849","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"161",93,"Otu00011-Candidatus_Amoebophilus","S471",0,"S471","sample",356,"Ambient","Pavona_varians","TF",5,9,"C1","","471","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"162",94,"Otu00011-Candidatus_Amoebophilus","S955",0,"S955","sample",325,"Ambient","Pavona_varians","TF",2.6,9,"C1","","955","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"163",95,"Otu00011-Candidatus_Amoebophilus","S3383",0,"S3383","sample",356,"High","Pavona_varians","TF",5,6,"C1","","3383","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"164",96,"Otu00011-Candidatus_Amoebophilus","S2948",0,"S2948","sample",351,"High","Pavona_varians","TF",4.6,7,"C27","","2948","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"165",102,"Otu00011-Candidatus_Amoebophilus","SN191",0,"SN191","sample",353,"Ambient","Pavona_varians","TF",3.6,4,"C1","","N191","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"166",105,"Otu00011-Candidatus_Amoebophilus","S554",0,"S554","sample",354,"Ambient","Pavona_varians","T1",4.1,1,"C27","","554","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"167",106,"Otu00011-Candidatus_Amoebophilus","SN217",0,"SN217","sample",361,"Ambient","Pavona_varians","TF",6.8,8,"C1","","N217","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"168",107,"Otu00011-Candidatus_Amoebophilus","S775",0,"S775","sample",361,"High","Pavona_varians","TF",6.8,7,"C1","","775","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"169",109,"Otu00011-Candidatus_Amoebophilus","SN222",0,"SN222","sample",356,"Ambient","Pavona_varians","T1",5,8,"C1","","N222","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"170",110,"Otu00011-Candidatus_Amoebophilus","S664",0,"S664","sample",361,"Ambient","Pavona_varians","T1",6.8,5,"C1","","664","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Amoebophilaceae","core"
"171",115,"Otu00096-Rhodobacteraceae_unclassified","S1068",0,"S1068","sample",356,"High","Pavona_varians","T1",5,3,"C1","","1068","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"172",116,"Otu00096-Rhodobacteraceae_unclassified","S1108",0,"S1108","sample",362,"High","Pavona_varians","T0",6,9,"C27","","1108","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"173",118,"Otu00096-Rhodobacteraceae_unclassified","S1037",0,"S1037","sample",358,"Ambient","Pavona_varians","TF",4.8,9,"C1","","1037","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"174",119,"Otu00096-Rhodobacteraceae_unclassified","S1166",0,"S1166","sample",354,"High","Pavona_varians","TF",4.1,2,"C27","","1166","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"175",121,"Otu00096-Rhodobacteraceae_unclassified","S1688",0,"S1688","sample",362,"Ambient","Pavona_varians","TF",6,5,"C27","","1688","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"176",122,"Otu00096-Rhodobacteraceae_unclassified","S148",0,"S148","sample",356,"High","Pavona_varians","T0",5,7,"C1","","148","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"177",123,"Otu00096-Rhodobacteraceae_unclassified","S1254",0,"S1254","sample",362,"Ambient","Pavona_varians","T1",6,1,"C27","","1254","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"178",124,"Otu00096-Rhodobacteraceae_unclassified","S1982",0,"S1982","sample",351,"High","Pavona_varians","T0",4.6,3,"C27","","1982","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"179",126,"Otu00096-Rhodobacteraceae_unclassified","S1526",0,"S1526","sample",358,"High","Pavona_varians","TF",4.8,11,"C1","","1526","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"180",127,"Otu00096-Rhodobacteraceae_unclassified","S1413",0,"S1413","sample",357,"High","Pavona_varians","TF",4.7,11,"C27","","1413","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"181",131,"Otu00096-Rhodobacteraceae_unclassified","S1441",0,"S1441","sample",325,"High","Pavona_varians","T1",2.6,7,"C1","","1441","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"182",132,"Otu00096-Rhodobacteraceae_unclassified","S208",0,"S208","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"183",134,"Otu00096-Rhodobacteraceae_unclassified","S2629",0,"S2629","sample",355,"High","Pavona_varians","T1",3.8,3,"C27","","2629","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"184",135,"Otu00096-Rhodobacteraceae_unclassified","S231",0,"S231","sample",359,"Ambient","Pavona_varians","T0",2,9,"C27","","231","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"185",136,"Otu00096-Rhodobacteraceae_unclassified","S208b",0,"S208b","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"186",138,"Otu00096-Rhodobacteraceae_unclassified","S263",0,"S263","sample",361,"Ambient","Pavona_varians","T0",6.8,1,"C1","","263","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"187",140,"Otu00096-Rhodobacteraceae_unclassified","S2136",0,"S2136","sample",362,"High","Pavona_varians","TF",6,11,"C27","","2136","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"188",141,"Otu00096-Rhodobacteraceae_unclassified","S2911",0,"S2911","sample",351,"High","Pavona_varians","T1",4.6,6,"C27","","2911","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"189",146,"Otu00096-Rhodobacteraceae_unclassified","S488",0,"S488","sample",358,"Ambient","Pavona_varians","T0",4.8,5,"C1","","488","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"190",148,"Otu00096-Rhodobacteraceae_unclassified","S3478",0,"S3478","sample",361,"High","Pavona_varians","T1",6.8,6,"C1","","3478","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"191",150,"Otu00096-Rhodobacteraceae_unclassified","S490",0,"S490","sample",357,"High","Pavona_varians","T1",4.7,2,"C27","","490","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"192",152,"Otu00096-Rhodobacteraceae_unclassified","S391",0,"S391","sample",357,"Ambient","Pavona_varians","T0",4.7,9,"C27","","391","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"193",155,"Otu00096-Rhodobacteraceae_unclassified","S471",0,"S471","sample",356,"Ambient","Pavona_varians","TF",5,9,"C1","","471","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"194",158,"Otu00096-Rhodobacteraceae_unclassified","S616",0,"S616","sample",355,"High","Pavona_varians","T0",3.8,2,"C27","","616","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"195",159,"Otu00096-Rhodobacteraceae_unclassified","SN222",0,"SN222","sample",356,"Ambient","Pavona_varians","T1",5,8,"C1","","N222","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"196",163,"Otu00096-Rhodobacteraceae_unclassified","SN35",0,"SN35","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"197",164,"Otu00096-Rhodobacteraceae_unclassified","SN191",0,"SN191","sample",353,"Ambient","Pavona_varians","TF",3.6,4,"C1","","N191","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"198",165,"Otu00096-Rhodobacteraceae_unclassified","S914",0,"S914","sample",325,"High","Pavona_varians","T0",2.6,11,"C1","","914","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"199",167,"Otu00096-Rhodobacteraceae_unclassified","SN35b",0,"SN35b","sample",353,"Ambient","Pavona_varians","T0",3.6,11,"C1","","N35","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"200",170,"Otu00096-Rhodobacteraceae_unclassified","S775",0,"S775","sample",361,"High","Pavona_varians","TF",6.8,7,"C1","","775","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"201",171,"Otu00096-Rhodobacteraceae_unclassified","SN84",0,"SN84","sample",360,"High","Pavona_varians","T0",2,8,"C27","","N84","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","core"
"202",172,"Otu00104-Hyphomonadaceae_unclassified","S1037",0,"S1037","sample",358,"Ambient","Pavona_varians","TF",4.8,9,"C1","","1037","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"203",174,"Otu00104-Hyphomonadaceae_unclassified","S1441",0,"S1441","sample",325,"High","Pavona_varians","T1",2.6,7,"C1","","1441","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"204",175,"Otu00104-Hyphomonadaceae_unclassified","S1166",0,"S1166","sample",354,"High","Pavona_varians","TF",4.1,2,"C27","","1166","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"205",179,"Otu00104-Hyphomonadaceae_unclassified","S1254",0,"S1254","sample",362,"Ambient","Pavona_varians","T1",6,1,"C27","","1254","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"206",180,"Otu00104-Hyphomonadaceae_unclassified","S1108",0,"S1108","sample",362,"High","Pavona_varians","T0",6,9,"C27","","1108","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"207",182,"Otu00104-Hyphomonadaceae_unclassified","S1526",0,"S1526","sample",358,"High","Pavona_varians","TF",4.8,11,"C1","","1526","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"208",183,"Otu00104-Hyphomonadaceae_unclassified","S1413",0,"S1413","sample",357,"High","Pavona_varians","TF",4.7,11,"C27","","1413","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"209",184,"Otu00104-Hyphomonadaceae_unclassified","S1144",0,"S1144","sample",358,"Ambient","Pavona_varians","T1",4.8,8,"C1","","1144","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"210",186,"Otu00104-Hyphomonadaceae_unclassified","S249",0,"S249","sample",360,"Ambient","Pavona_varians","T1",2,5,"C27","","249","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"211",188,"Otu00104-Hyphomonadaceae_unclassified","S208",0,"S208","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"212",192,"Otu00104-Hyphomonadaceae_unclassified","S208b",0,"S208b","sample",354,"Ambient","Pavona_varians","T0",4.1,6,"C27","Yes","208","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"213",193,"Otu00104-Hyphomonadaceae_unclassified","S1982",0,"S1982","sample",351,"High","Pavona_varians","T0",4.6,3,"C27","","1982","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"214",196,"Otu00104-Hyphomonadaceae_unclassified","S2136",0,"S2136","sample",362,"High","Pavona_varians","TF",6,11,"C27","","2136","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"215",199,"Otu00104-Hyphomonadaceae_unclassified","S420",0,"S420","sample",354,"Ambient","Pavona_varians","TF",4.1,4,"C27","","420","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"216",200,"Otu00104-Hyphomonadaceae_unclassified","S3383",0,"S3383","sample",356,"High","Pavona_varians","TF",5,6,"C1","","3383","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"217",202,"Otu00104-Hyphomonadaceae_unclassified","S2731",0,"S2731","sample",353,"High","Pavona_varians","TF",3.6,3,"C1","","2731","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"218",203,"Otu00104-Hyphomonadaceae_unclassified","S422",0,"S422","sample",357,"Ambient","Pavona_varians","TF",4.7,8,"C27","","422","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"219",204,"Otu00104-Hyphomonadaceae_unclassified","S3478",0,"S3478","sample",361,"High","Pavona_varians","T1",6.8,6,"C1","","3478","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"220",205,"Otu00104-Hyphomonadaceae_unclassified","S3137",0,"S3137","sample",359,"High","Pavona_varians","T1",2,2,"C27",NA,"3137","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"221",210,"Otu00104-Hyphomonadaceae_unclassified","S2911",0,"S2911","sample",351,"High","Pavona_varians","T1",4.6,6,"C27","","2911","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"222",211,"Otu00104-Hyphomonadaceae_unclassified","S471",0,"S471","sample",356,"Ambient","Pavona_varians","TF",5,9,"C1","","471","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"223",212,"Otu00104-Hyphomonadaceae_unclassified","S955",0,"S955","sample",325,"Ambient","Pavona_varians","TF",2.6,9,"C1","","955","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"224",219,"Otu00104-Hyphomonadaceae_unclassified","S490",0,"S490","sample",357,"High","Pavona_varians","T1",4.7,2,"C27","","490","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"225",220,"Otu00104-Hyphomonadaceae_unclassified","SN191",0,"SN191","sample",353,"Ambient","Pavona_varians","TF",3.6,4,"C1","","N191","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"226",224,"Otu00104-Hyphomonadaceae_unclassified","SN217",0,"SN217","sample",361,"Ambient","Pavona_varians","TF",6.8,8,"C1","","N217","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"227",225,"Otu00104-Hyphomonadaceae_unclassified","SN84",0,"SN84","sample",360,"High","Pavona_varians","T0",2,8,"C27","","N84","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"228",226,"Otu00104-Hyphomonadaceae_unclassified","SN222",0,"SN222","sample",356,"Ambient","Pavona_varians","T1",5,8,"C1","","N222","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","core"
"229",94,"Otu00008-Endozoicomonas","S2136",0.932666666666667,"S2136","sample",362,"High","Pavona_varians","TF",6,11,"C27","","2136","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
"230",188,"Otu00012-Bacteria_unclassified","S420",0.910666666666667,"S420","sample",354,"Ambient","Pavona_varians","TF",4.1,4,"C27","","420","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","abund"
"231",71,"Otu00008-Endozoicomonas","S1108",0.895,"S1108","sample",362,"High","Pavona_varians","T0",6,9,"C27","","1108","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","abund"
